,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
42515,300021188,200812,201003.0,29491353206219,A12,N,Y,0.0,1.0,2008,3.0,4.0,2.0,3,0.0,10777,0,3607,0,0,0,0,8160,14384,10888,3496,8160,3607,0,121576,0,89540,0,89540,0,107029,0,5186,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3607,0,2728,0,0,0,0,27536,0,0,107029,0,121576,72,0,0,0,0,0,0,0,0,72,105291,5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,300021188200812,3000211882008,rtf09pf,72,0,10011.0,JOEL FAN FOUNDATION,JOEL FAN,200 W 15TH ST,NEW YORK,NY,10011-6539,0.0,3.0,1.0,200305.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.6965399999999999,B,A12,A,36061.0,5602.0,5600.0
42862,300152767,200712,,29491348064148,B99,,,,,2007,,,,3,,3630000,1116134,0,0,0,5959420,900528,0,10705554,12553810,-1848256,10822307,0,5959420,20572308,0,0,0,0,2812564,20572308,0,1011941,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,1116134,5959420,12553810,1731503,10822307,1731503,0,0,0,0,0,0,17759744,0,0,0,0,0,0,0,0,0,0,20547028,0,994206,0,0,0,994206,11260344,0,0,0,11260344,20572308,0,0,0,20572308,20572308,0,0,0,20572308,662804,0,0,0,662804,9589420,0,0,0,9589420,3630000,0,0,0,3630000,1116134,0,0,0,1116134,2007,300152767200712,3001527672007,CORE08pf,0,0,10065.0,ARTSTOR INC,,,NEW YORK,NY,10065-8112,0.0,3.0,1.0,200306.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,201112.0,1.0,12,,,0,N,,A026,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.99782,A,A0261,A,36061.0,5602.0,5600.0
44475,311584853,200912,201050.0,29491317003040,A82Z,N,Y,0.0,1.0,2009,2.0,4.0,3.0,3,62.0,57000,60,0,0,0,0,0,0,57060,28491,28569,0,0,0,464818,0,0,0,0,521878,535037,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,60,60,28491,28491,0,28491,28491,0,0,0,535037,477977,-57060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311584853200912,3115848532009,rtf09pf,0,0,10021.0,PRESERVATION AMERICA,MARILYN MEYERS,907 FIFTH AVE STE 2A,NEW YORK,NY,10021-4156,0.0,3.0,2.0,199802.0,1.0,3.0,62.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,,0,N,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13334000000000001,A,A82,A,36061.0,5602.0,5600.0
44554,311599286,200910,201025.0,29491150127110,A51,N,Y,0.0,1.0,2008,2.0,5.0,2.0,3,998.0,4700,0,12438,0,0,0,0,4700,17138,139591,-122453,130682,3529,12438,741949,0,238476,26132,264608,9717,663743,0,35282,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,12438,12438,134891,8909,125982,8909,0,0,0,0,663743,0,732232,71,0,0,0,0,0,0,0,0,71,716384,0,12438,40353,0,0,52791,130682,52722,216673,8057,408134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311599286200910,3115992862009,rtf09pf,71,0,10013.0,SASSON SOFFER FOUNDATION INC,SASSON SOFFER,78 GRAND ST,NEW YORK,NY,10013-2255,0.0,3.0,1.0,199903.0,1.0,3.0,998.0,0.0,0.0,1.0,1.0,0.0,1.0,10,,,0,N,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13017,B,A51,A,36061.0,5602.0,5600.0
44767,311631167,200912,201024.0,93491158001010,A25,N,Y,0.0,1.0,2009,3.0,5.0,1.0,3,0.0,0,182,0,998,0,0,0,0,1180,18292,-17112,0,0,16,564926,0,0,0,0,950,1181122,0,637,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,182,182,18292,395,0,395,166,7320,0,557137,1181122,0,563976,0,0,0,0,0,0,0,0,0,0,12937,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311631167200912,3116311672009,rtf09pf,0,0,10012.0,REUBEN KADISH ART FOUNDATION,,PO BOX 618,NEW YORK,NY,10012-0012,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.47835,B,A12,A,36061.0,5602.0,5600.0
45044,311693404,200908,201033.0,29491212063190,A20,N,Y,0.0,1.0,2008,2.0,3.0,6.0,3,0.0,705226,64,626,-5689,0,38561,2621,0,738788,692146,46642,0,507866,0,81311,0,0,0,0,0,81311,0,2956,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,507920,38561,692146,54,690094,54,690094,39737,0,0,81311,0,81311,5079,0,0,240,0,6500,0,0,1657,5079,60021,0,1,0,0,0,1,690094,0,0,0,690094,81311,0,0,0,81311,81311,0,0,0,81311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311693404200908,3116934042009,rtf09pf,-1657,0,10036.0,PIECE BY PIECE PRODUCTIONS INC,SNUG HARBOR PRODUCTIONS INC,165 W 46TH ST STE 400,NEW YORK,NY,10036-2522,0.0,3.0,1.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8,,,0,N,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.54788,B,A20,A,36061.0,5602.0,5600.0
45088,311704871,200912,201034.0,29491212102140,Q21,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,2970,38,0,0,0,0,0,12876,3008,13999,-10991,12876,0,0,9108,0,0,0,0,0,9108,0,677,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,38,38,1123,1123,0,1123,1123,1834,0,0,9108,0,9108,0,0,0,0,0,0,0,0,0,0,13740,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311704871200912,3117048712009,rtf09pf,0,0,10027.0,DONALD KEENE FOUNDATION FOR JAPANESE CULTURE,HUGH PATRICK,35 CLAREMONT AVE APT 10-S,NEW YORK,NY,10027-6815,0.0,3.0,2.0,200006.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.09257,A,A23,A,36061.0,5602.0,5600.0
45240,311735171,201006,201048.0,29491317120090,A60,N,Y,0.0,1.0,2009,3.0,4.0,3.0,3,0.0,50000,856,0,0,0,0,0,6111,50856,12298,38558,12239,856,0,210553,0,0,0,0,0,210553,3520,9785,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,856,0,6187,0,6128,0,0,0,0,160850,210553,0,210553,9,0,0,0,0,0,0,0,0,9,198678,9776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311735171201006,3117351712010,rtf09pf,9,0,10022.0,INSTITUTE FOR ACOUSTICS FOR THE PERFORMING ARTS,HERMAN KRAWITZ,333 E 57TH ST 4D,NEW YORK,NY,10022-2950,0.0,3.0,1.0,200102.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,200506.0,1.0,6,,,0,N,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.34789000000000003,A,A60,A,36061.0,5602.0,5600.0
45426,311782818,200912,201023.0,29491128063190,,N,Y,0.0,25.0,2009,3.0,3.0,3.0,3,0.0,40852,86,0,0,0,0,0,0,40938,3426,37512,0,86,0,70950,0,0,0,0,0,70950,0,1922,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,86,0,3426,0,0,0,0,70950,0,0,70950,0,70950,2,0,0,0,0,0,0,0,0,2,39015,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311782818200912,3117828182009,rtf09pf,2,0,10022.0,ST GEORGES WINDSOR CASTLE FOUNDATION,WITHERS BERGMAN LLP,430 PARK AVE FL 10,NEW YORK,NY,10022-3528,0.0,3.0,1.0,200105.0,1.0,4.0,0.0,0.0,0.0,1.0,25.0,201212.0,1.0,12,,,0,N,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.32253000000000004,C,A11,A,36061.0,5602.0,5600.0
45554,311811031,200904,201016.0,29491093037090,A20,N,Y,0.0,1.0,2008,3.0,3.0,4.0,3,0.0,10000,282,0,0,0,49760,0,0,235464,165786,69678,165633,282,49607,70788,0,0,0,0,4,70788,0,1722,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,175422,0,282,49760,165786,0,165633,0,153,68802,0,0,70788,0,70784,6,0,0,0,0,0,0,0,0,6,34954,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311811031200904,3118110312009,rtf09pf,6,0,10016.0,THE GABARRON FOUNDATION INC,THE CARRIAGE HOUSE,149 E 38TH ST,NEW YORK,NY,10016-2604,0.0,3.0,2.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4,,,0,N,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8542299999999999,B,A20,A,36061.0,5602.0,5600.0
45566,311813545,200912,201025.0,29491156024160,T22,N,Y,0.0,25.0,2009,3.0,5.0,5.0,3,0.0,44006,52,1879,-128554,0,303,0,20902,-82314,83057,-165371,20902,0,0,655016,0,0,0,0,0,655483,0,24682,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,1931,2234,62155,62155,62155,62155,62155,0,0,0,655483,0,655016,0,0,0,0,0,0,0,0,0,0,501150,24682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,311813545200912,3118135452009,rtf09pf,0,0,10023.0,BEVERLY WILLIS ARCHITECTURE FOUNDATION INC,BEVERLY WILLIS,2 COLUMBUS AVE APT 3A,NEW YORK,NY,10023-6979,0.0,3.0,1.0,200202.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8654799999999999,A,A40,A,36061.0,5602.0,5600.0
45574,311815304,200811,,29491059043159,A65,,,,,2007,,,,3,,3460,0,0,0,0,0,0,3892,3460,3892,-432,0,0,0,35,0,0,0,0,0,35,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,311815304200811,3118153042008,CORE08pf,0,0,10024.0,THE CONSTANT THEATER FOUNDATION INC,,,NEW YORK,NY,10024-6560,0.0,3.0,1.0,200207.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11,,,0,N,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.91196,B,A1265,A,36061.0,5602.0,5600.0
46120,316654721,200912,201037.0,29491233093140,A23,N,Y,0.0,1.0,2009,3.0,3.0,3.0,3,0.0,25017,470,0,0,0,0,0,0,25487,2316,23171,0,470,178,66157,0,0,0,0,0,66157,0,2676,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,470,470,2316,0,0,0,292,32558,0,0,66157,0,66157,9,0,0,0,0,9,0,0,0,9,54331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,316654721200912,3166547212009,rtf09pf,0,0,10018.0,LONG MARCH FOUNDATION,ZORFAS & KARESJIAN CPAS PC,29 W 38TH ST STE 601,NEW YORK,NY,10018-5504,0.0,3.0,1.0,200105.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,,0,N,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.06215,B,A23,A,36061.0,5602.0,5600.0
46395,320262014,200912,201051.0,29491338085130,N20,N,Y,0.0,1.0,2009,2.0,2.0,3.0,3,0.0,81997,0,0,0,0,0,0,0,81997,60005,21992,58916,0,0,21992,0,0,0,0,0,21992,0,251,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6005,1089,58916,1089,0,21992,0,0,21992,0,21992,0,0,0,0,0,0,0,0,0,0,10996,0,1,0,0,0,1,58916,0,0,0,58916,21992,0,0,0,21992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,320262014200912,3202620142009,rtf09pf,0,0,10019.0,CURRENTS ART AND MUSIC INC,THE HOFFMAN LAW FIRM,100 W 57TH ST APT 7C,NEW YORK,NY,10019-3497,0.0,3.0,1.0,200908.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,CURRENTS,,0,N,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.15439,A,A68,A,36061.0,5602.0,5600.0
47587,331156962,200802,,29491124064178,A69,,,,,2007,,,,3,,117326,0,0,0,0,0,0,450,117326,18368,98958,450,0,0,98958,0,0,0,0,0,98958,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,17918,0,0,0,0,98958,0,0,0,0,98958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,331156962200802,3311569622008,CORE08pf,0,0,10022.0,CHINA ARTS FOUNDATION INTERNATIONAL INC,,,NEW YORK,NY,10022-1108,0.0,3.0,2.0,200810.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,2,,,0,N,,A12,A,PC,S,ZB,A,A,IN,,1,AR,AR,AR,0.27011999999999997,B,A12,A,36061.0,5602.0,5600.0
55449,382415253,200912,201016.0,29491093007120,,N,Y,0.0,1.0,2009,2.0,4.0,3.0,3,90.0,10000,0,13349,0,0,20728,0,10438,44077,13630,30447,10438,34077,0,364626,136585,0,106692,243277,0,364626,0,17958,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,34077,0,3192,0,0,0,0,2345,0,0,364626,0,364626,0,0,0,0,0,0,0,0,0,0,364624,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,382415253200912,3824152532009,rtf09pf,0,0,10013.0,CENTER FOR ALTERNATIVE MEDIA AND CULTURE,C R M MANAGEMENT,PO BOX 778,NEW YORK,NY,10013-0778,0.0,3.0,1.0,198303.0,1.0,2.0,90.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,3,N,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.011770000000000001,B,A30,A,36061.0,5602.0,5600.0
55934,383126375,200912,201024.0,29491142141060,,N,Y,0.0,1.0,2009,2.0,1.0,1.0,3,92.0,1110,0,0,0,0,1347,0,0,2457,2032,425,0,0,0,1935,0,0,0,0,0,1935,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2032,0,0,0,0,1935,0,0,1935,0,1935,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,383126375200912,3831263752009,rtf09pf,0,0,11367.0,MOBIUS THE POETRY MAGAZINE,JEAN HULL HERMAN,PO BOX 671058,FLUSHING,NY,11367-7058,0.0,3.0,2.0,199406.0,1.0,3.0,92.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.579,A,A33,A,36081.0,5602.0,5600.0
57844,391688129,200912,201032.0,29491205090050,A20Z,N,Y,0.0,1.0,2009,2.0,6.0,6.0,3,123.0,1371966,0,0,0,490374,0,198990,0,1862340,1959763,-97423,1960063,0,490374,2656218,0,0,0,0,126628,2656218,0,1812,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,365495,0,490374,1959763,0,1960063,0,0,442519,0,0,2656218,0,2529590,0,0,0,0,0,0,0,0,0,0,36795,0,1812,2337,0,0,4149,1960063,2136982,1045722,1212353,6355120,2656218,2915924,3829347,2735074,12136563,1213698,1145407,1138803,1177751,4675659,1208,1558,12985,14631,30382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,391688129200912,3916881292009,rtf09pf,0,0,10003.0,ENCOUNTER FOR CULTURE AND EDUCATION INC,,900 BROADWAY STE 601,NEW YORK,NY,10003-1237,0.0,3.0,1.0,200606.0,1.0,3.0,123.0,0.0,0.0,1.0,1.0,0.0,1.0,12,ENCOUNTER BOOKS,,0,N,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6271,A,A33,A,36061.0,5602.0,5600.0
60067,412118617,200906,201020.0,85491114000010,A70,N,Y,0.0,1.0,2008,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,446,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,446,0,0,446,0,446,0,0,0,0,0,0,0,0,0,0,446,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,412118617200906,4121186172009,rtf09pf,0,0,11373.0,ELMHURST MEMORIAL REMEMBRANCE INC,THOMAS MCKENZIE,8036 CORNISH AVE,ELMHURST,NY,11373-3729,0.0,3.0,2.0,200405.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.14297,B,A70,A,36081.0,5602.0,5600.0
60128,412229939,200912,201030.0,29491191020000,A63,N,Y,0.0,1.0,2009,2.0,2.0,4.0,3,0.0,116000,0,0,0,0,0,0,0,116000,104525,11475,0,0,0,18787,0,0,0,0,605,18787,0,506,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,104525,104525,0,104525,0,15744,0,0,18787,0,18182,0,0,0,625,0,0,0,0,625,0,10269,0,1,0,0,0,1,0,0,0,0,0,0,3318,0,0,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,412229939200912,4122299392009,rtf09pf,-625,0,10019.0,HERDING CATS DANCE FOUNDATION INC,TAG ASSOCIATES LLC,75 ROCKEFELLER PLAZA STE 900,NEW YORK,NY,10019-6908,0.0,3.0,1.0,200707.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.85641,A,A62,A,36061.0,5602.0,5600.0
61185,421572068,200912,201048.0,29491317071150,A68,N,Y,0.0,1.0,2009,3.0,1.0,2.0,3,0.0,10597,0,0,0,0,0,0,0,10597,8756,1841,0,0,0,9111,0,0,0,0,0,9111,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,8756,0,0,0,0,9111,0,0,9111,0,9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,421572068200912,4215720682009,rtf09pf,0,0,10036.0,AMERICAN JAZZ VENUES INC,CHARLES E MILLER,1177 AVENUE OF THE AMERICAS,NEW YORK,NY,10036-2714,0.0,3.0,1.0,200402.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,200712.0,10.0,12,,,0,N,,A6C,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.74069,A,A6C,A,36061.0,5602.0,5600.0
61304,421753807,200912,201025.0,29491149039140,A12,N,Y,0.0,1.0,2009,2.0,4.0,2.0,3,0.0,0,8,5399,11096,0,0,0,20000,16503,24854,-8351,24854,11649,0,241906,0,0,0,0,0,232675,0,11545,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16503,0,4854,4854,4854,4854,0,0,0,105118,232675,0,241906,233,0,0,0,0,0,0,0,0,233,234422,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,421753807200912,4217538072009,rtf09pf,233,0,10128.0,DDORA FOUNDATION,ROBERT DANNIN,152 E 94TH ST APT 10A,NEW YORK,NY,10128-2579,0.0,3.0,2.0,200805.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.8324299999999999,B,A12,A,36061.0,5602.0,5600.0
61668,426667467,201003,201050.0,29491296046040,T20,N,Y,0.0,1.0,2009,3.0,6.0,6.0,3,0.0,0,0,60188,-18495,0,0,0,32450,41693,62625,-20932,48350,45330,0,1453422,313536,858383,0,1171919,0,1542503,27108,64495,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,59257,0,30175,13927,15900,13927,0,177,0,226286,1542503,0,1453422,907,0,0,503,0,500,0,0,96,907,1309534,63588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,426667467201003,4266674672010,rtf09pf,-96,0,10017.0,ELLEN H ATTERBURY AND MALCOLM ATTERBURY JR FOUNDATION,ALEXIS WEAVER,485 LEXINGTON AVE 10TH FL,NEW YORK,NY,10017-2630,0.0,3.0,1.0,200708.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3,ALEXIS WEAVER,,0,N,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26043,A,A40,A,36061.0,5602.0,5600.0
65420,510243710,200912,201024.0,29491150025230,A31,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,88.0,200,0,0,0,0,0,0,0,200,252,-52,252,0,0,21,0,0,0,0,0,21,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,252,0,252,0,0,21,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,510243710200912,5102437102009,rtf09pf,0,0,10014.0,REALIZATIONS PRODUCTIONS INC,PORTZ,338 W 11TH ST APT 5D,NEW YORK,NY,10014-2377,0.0,3.0,2.0,197504.0,1.0,4.0,88.0,90.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.68095,B,A31,A,36061.0,5602.0,5600.0
