,EIN,CYCLE,DLN,NTEEIRS,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,NteeFinal,nteeFinal1,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,IndSupEstimate,IndSupCode,IndSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LONGITUDE,LATITUDE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr
35144,134159375,200729.0,29490188117007.0,A62,200606,2005,47130,0,0,0,0,0,0,0,85812,85812,132942,111010,-82447,6250,0,20010,14791,124389,97238,0,0,0,0,0,0,0,0,0,71312,0,14500,,132942,132942,0,0,0,0,0,0,0,21932,0,30898,5754,0,0,0,0,-104379,0,0,0,0,0,0,0,0,0,0,0,154714,0,524219,62,0,0,678995,154776,3,7,0,0,0.0,1.0,2006,N,10003-9406,10003.0,134159375200606,1341593752006,6,0.0,0.0,0.0,21 1ST AVE APT 18,3.0,200512.0,NEW YORK,1.0,SHAWN CURRAN,1.0,13.0,15.0,10.0,0.0,CURRAN EVENTS INC,1.0,200109.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A62,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.345514,36061.0,5602.0,5600.0,A62,A,47130,4,2006.0,0.0,4,2006.0,-82447.0,4,2006.0,386.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,408.0,2,2006.0,-73.9891,40.7316,PC,O,AR,A,IN,,,,,,,,,,,,,
35151,134161183,,29490204100076.0,,200506,2004,35850,0,0,0,28,0,0,0,28,28,35878,37845,6517,0,0,8722,7909,238,1392,0,0,0,0,0,0,0,0,0,0,0,0,,35878,35878,0,0,0,0,0,0,0,-1967,0,0,0,0,0,0,0,8484,0,0,0,0,28,0,0,0,0,0,0,109276,0,30160,73,0,0,139509,109349,3,7,0,0,0.0,,2005,N,10024-3200,10024.0,134161183200506,1341611832005,6,0.0,0.0,0.0,2350 BROADWAY,3.0,200506.0,NEW YORK,1.0,RUDY LINKA,1.0,13.0,15.0,10.0,0.0,MUSIC IN THE CENTER INC,1.0,200111.0,,NY,core05pc,,,,,,A68,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.106654,36061.0,5602.0,5600.0,A68,A,6008,4,2005.0,29842.0,4,2005.0,6517.0,4,2005.0,4307.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,0,2005.0,0.0,4,2005.0,0.0,4,2005.0,4747.0,2,2005.0,-73.9758,40.786,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,5587.0,6,2003.0
35156,134162022,200708.0,29490034216017.0,A90,200512,2005,110214,0,4937,4707,228,0,0,0,5165,458,115379,170022,131165,0,0,202222,138165,7833,7000,0,0,0,0,0,0,0,0,0,0,0,0,,110672,110672,0,230,0,0,0,0,0,-59350,-3874,0,0,0,0,0,0,194389,0,0,0,0,228,0,0,0,0,0,0,575009,0,0,876,0,0,575885,575885,3,7,0,0,0.0,1.0,2005,N,10022-4219,10022.0,134162022200512,1341620222005,12,0.0,0.0,0.0,545 MADISON AVE,3.0,0.0,NEW YORK,1.0,PETER SHARP & CO,1.0,13.0,15.0,10.0,0.0,AMERICAN FRIENDS OF THE LYRIC ART FESTIVAL IN AIX-EN-PROVENCE INC,1.0,200302.0,,NY,rtf06pc,2.0,2.0,2.0,2.0,,A1120,20,A,A,A,AR,AR,AR,IN,,PC,S,ZA,A,0.383801,36061.0,5602.0,5600.0,A1120,A,110214,4,2005.0,0.0,4,2005.0,131165.0,4,2005.0,444.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,0,2005.0,0.0,4,2005.0,0.0,4,2005.0,586.0,2,2005.0,-73.9679,40.7582,PC,S,ZA,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,35098.0,6,2003.0
35160,134163142,200741.0,29409265085277.0,A20,200612,2006,95880,0,0,0,4,0,0,0,4,4,95884,75550,22383,0,0,6549,29883,4500,7500,0,0,0,0,0,0,0,0,0,0,0,0,,95884,95884,0,0,0,0,0,0,0,20334,0,0,0,0,0,0,0,2049,0,0,0,0,0,0,0,4,0,0,0,92180,0,0,0,0,0,92180,92180,3,9,0,0,0.0,1.0,2006,N,10013-3016,10013.0,134163142200612,1341631422006,12,0.0,0.0,0.0,401 BROADWAY STE 2001,3.0,0.0,NEW YORK,1.0,LORANCE HOCKERT,1.0,13.0,16.0,10.0,0.0,CHINESE AMERICAN CULTURAL ART ASSOCIATION INC,1.0,200110.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A23,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.763069,36061.0,5602.0,5600.0,A23,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-74.0047,40.7201,PC,O,AR,A,IN,,0.0,6,2003.0,755.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
35161,134163157,200704.0,29490007193207.0,A25,200512,2005,11012,0,0,0,0,5930,0,0,76750,76750,87762,59304,39994,39750,0,18053,40618,6517,624,0,0,0,0,0,0,0,0,0,76750,0,0,,87762,87762,0,0,0,0,0,0,0,28458,0,0,0,0,0,0,0,11536,0,0,0,0,0,0,0,0,0,0,0,195917,0,27328,0,0,0,225548,198220,3,7,0,0,0.0,1.0,2005,N,10028-6082,10028.0,134163157200512,1341631572005,12,0.0,0.0,0.0,423 E 82ND ST APT 4B,3.0,0.0,NEW YORK,2.0,ERIC KOMOROFF,1.0,13.0,15.0,10.0,0.0,COMMUNITY OF UNITY INC,1.0,200108.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A25,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.18955,36061.0,5602.0,5600.0,A25,A,11012,4,2005.0,0.0,4,2005.0,39994.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,0,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,2,2005.0,-73.9527,40.7764,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,40618.0,6,2003.0
35172,134165507,200703.0,29490343382016.0,A65,200606,2005,147482,0,0,0,31,0,0,0,41557,41557,189039,199490,-15841,0,0,31866,17849,37011,33690,0,0,0,0,0,0,0,0,0,41526,0,0,,189039,189039,0,0,0,0,0,0,0,-10451,-245,12000,999,0,0,26000,30000,-5145,0,0,0,0,31,0,0,0,0,0,0,260910,0,176882,1012,0,0,438804,261922,3,9,0,0,0.0,1.0,2006,N,10022-4730,10022.0,134165507200606,1341655072006,6,0.0,0.0,0.0,880 3RD AVE FL 16,3.0,0.0,NEW YORK,2.0,CAROLYN CANTOR,1.0,13.0,15.0,10.0,0.0,EDGE THEATER COMPANY INC,1.0,200105.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.41321599999999997,36061.0,5602.0,5600.0,A65,A,147482,4,2006.0,0.0,4,2006.0,-15841.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9679,40.7582,PC,O,AR,A,IN,,0.0,6,2003.0,17546.0,6,2003.0,0.0,6,2003.0,303.0,6,2003.0
35173,134165770,200723.0,29490132094217.0,A65,200612,2006,106621,0,0,0,76,9059,0,0,17619,17619,124240,113354,8823,40650,0,12112,23657,14175,14834,823,0,0,0,0,0,0,0,0,0,14943,0,,124240,124240,2600,0,0,0,0,14943,0,10886,0,0,3576,0,0,0,0,-2063,0,0,0,0,76,0,2600,0,0,0,0,132146,0,5920,52,0,0,139318,133398,3,7,0,-2063,0.0,1.0,2006,N,11101-5001,11101.0,134165770200612,1341657702006,12,0.0,0.0,0.0,43 01 21ST ST STE 230,3.0,0.0,LONG ISLAND CITY,1.0,ERIC DUNLAP,1.0,11.0,16.0,10.0,0.0,FORWARD MOTION THEATRE INC,1.0,200105.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.203701,36081.0,5602.0,5600.0,A65,A,106621,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9384,40.7466,PC,O,AR,A,IN,,,,,,,,,,,,,
35182,134166514,,29490098015186.0,,200412,2004,115000,0,0,0,0,0,0,0,0,0,115000,100125,16866,0,0,41991,56866,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,,115000,115000,0,0,0,0,0,0,0,14875,0,0,0,0,0,0,0,1991,0,0,0,0,0,0,0,0,0,0,0,170166,0,0,0,0,0,170166,170166,3,9,0,0,0.0,,2004,N,10013-0465,10013.0,134166514200412,1341665142004,12,0.0,0.0,0.0,285 W BROADWAY RM 630,3.0,0.0,NEW YORK,1.0,AEA CONSULTING,1.0,13.0,15.0,10.0,0.0,ADVANCE PROJECT INC,1.0,200202.0,,NY,core05pc,,,,,,A33,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.606757,36061.0,5602.0,5600.0,A33,A,100000,4,2004.0,15000.0,4,2004.0,16866.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,0,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,2,2004.0,-74.0047,40.7201,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,56866.0,6,2003.0
35186,134167142,200705.0,29409259153056.0,A65,200605,2005,33354,0,0,0,0,0,0,0,0,0,33354,35826,1302,0,0,3773,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33354,33354,0,0,0,0,0,0,0,-2471,0,0,0,0,0,0,0,3773,0,0,0,0,0,0,0,0,0,0,0,191552,0,10249,0,0,0,201802,191552,3,7,0,0,0.0,1.0,2006,N,10018-8906,10018.0,134167142200605,1341671422006,5,0.0,0.0,0.0,520 8TH AVE RM 312,3.0,0.0,NEW YORK,2.0,RICHARD KURANDA,1.0,13.0,15.0,0.0,0.0,EPIC REPERTORY THEATRE COMPANY INC,1.0,200206.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.808067,36061.0,5602.0,5600.0,A65,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9967,40.7557,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
35193,134168862,200706.0,29490014084247.0,A65,200609,2005,53507,0,0,0,30,0,0,0,380,380,53887,10208,65772,0,0,22093,45772,0,0,65772,0,0,0,0,0,0,0,0,0,0,350,,53887,53887,0,0,0,0,0,0,0,43679,0,0,0,0,0,0,0,22093,0,0,0,0,30,0,0,0,0,0,0,130282,0,11104,52,0,0,141438,130334,3,9,0,0,0.0,1.0,2006,N,10021-5949,10021.0,134168862200609,1341688622006,9,0.0,0.0,0.0,41 E 67TH ST,3.0,0.0,NEW YORK,1.0,ANDREW B COHEN,1.0,13.0,15.0,10.0,0.0,HORIZON THEATRE REP INC,1.0,200106.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.18278,36061.0,5602.0,5600.0,A65,A,52207,4,2006.0,1200.0,4,2006.0,0.0,4,2006.0,3500.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,1692.0,2,2006.0,-73.9597,40.768,PC,O,AR,A,IN,,0.0,6,2003.0,20539.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
35196,134169445,200712.0,29490294143146.0,A23,200512,2005,95052,0,0,0,213,6832,0,0,213,213,95265,90363,18875,0,0,49973,39346,36000,20471,0,0,0,0,0,0,0,0,0,0,0,0,,95265,95265,0,0,0,0,0,0,0,4902,0,0,0,0,0,0,0,13973,0,0,0,0,213,0,0,0,0,0,0,1340004,0,0,2063,0,0,1352387,1352387,3,7,0,0,0.0,1.0,2005,N,10017-6706,10017.0,134169445200512,1341694452005,12,0.0,0.0,0.0,633 THIRD AVE,3.0,0.0,NEW YORK,2.0,SWISS CONSULATE,1.0,13.0,15.0,0.0,0.0,SWISS PEAKS,1.0,200109.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A23,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.0934941,36061.0,5602.0,5600.0,A23,A,95052,8,2005.0,0.0,8,2005.0,18875.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,0,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,2,2005.0,-73.9728,40.7519,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,38386.0,6,2003.0
35208,134172481,,29490203349276.0,,200506,2004,2925102,0,0,0,0,0,0,0,0,0,2925102,2917497,89916,333871,0,9057093,7172024,2156441,7082108,0,0,0,0,0,0,0,0,0,0,0,0,,2925102,2925102,0,0,0,0,0,0,0,7605,-6818341,751180,83675,0,0,0,0,6900652,0,0,0,0,0,0,0,0,0,0,0,28400767,0,0,535800,0,0,28936567,28936567,3,7,0,0,0.0,,2005,N,10023-7035,10023.0,134172481200506,1341724812005,6,0.0,0.0,0.0,1881 BROADWAY FL 3,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,LINCOLN CENTER DEVELOPMENT PROJECT INC,1.0,200111.0,,NY,core05pc,,,,,,A1161,61,A,A,A,AR,AR,AR,IN,,PC,S,ZA,A,0.280866,36061.0,5602.0,5600.0,A1161,A,2925102,1,2007.0,0.0,1,2007.0,89916.0,2,2006.0,36936.0,8,2005.0,0.0,2,2006.0,0.0,2,2006.0,0.0,0,2005.0,0.0,2,2006.0,0.0,1,2007.0,46599.0,2,2005.0,-73.9841,40.7761,PC,S,ZA,A,IN,,0.0,1,2007.0,13642.0,1,2007.0,0.0,1,2007.0,38.0,1,2007.0
35226,134176262,200703.0,29490343292086.0,A68,200606,2005,118797,0,0,0,0,0,0,0,135386,135386,254183,243607,14425,0,0,3849,10576,0,0,0,0,0,0,0,0,0,0,0,135386,0,0,,254183,254183,0,0,0,0,0,0,0,10576,0,103086,0,0,0,0,0,3849,0,0,0,0,0,0,0,0,0,0,0,110312,0,139957,0,0,0,250269,110312,3,9,0,0,0.0,1.0,2006,N,10033-2081,10033.0,134176262200606,1341762622006,6,0.0,0.0,0.0,506 FORT WASHINGTON AVE APT 1H,3.0,0.0,NEW YORK,1.0,ARTHUR COLLINS,1.0,13.0,15.0,10.0,0.0,GOTHAM ARTS EXCHANGE INC,1.0,200204.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A68,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.973774,36061.0,5602.0,5600.0,A68,A,111291,4,2006.0,7506.0,4,2006.0,0.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9354,40.8486,PC,O,AR,A,IN,,,,,,,,,,,,,
35233,134177287,200740.0,29409146007297.0,A68,200608,2005,20716,0,0,0,0,0,0,0,10900,10900,31616,26925,5935,0,0,1284,5935,0,0,0,0,0,0,0,0,0,0,0,10900,0,0,,31616,31616,0,0,0,0,0,0,0,4651,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,37877,0,43144,0,0,0,81021,37877,3,9,0,0,0.0,1.0,2006,N,10032-4837,10032.0,134177287200608,1341772872006,8,0.0,0.0,0.0,610 W 164TH ST APT 51,3.0,200608.0,NEW YORK,1.0,JESSICA MEYER,1.0,13.0,16.0,20.0,0.0,COUNTERINDUCTION,1.0,200306.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A68,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.168733,36061.0,5602.0,5600.0,A68,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9425,40.839,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
35237,134178050,200726.0,29490160052277.0,A50,200612,2006,516059,0,0,0,128,207093,0,0,128,128,516187,505950,14095,0,0,3858,14095,0,0,14095,0,0,0,0,0,0,0,0,0,0,0,,516187,516187,0,0,0,0,0,0,0,10237,0,0,0,0,0,0,0,3858,0,0,0,0,0,0,0,128,0,0,0,846772,0,0,0,0,0,846772,846772,3,9,0,3858,0.0,1.0,2006,N,10036-6600,10036.0,134178050200612,1341780502006,12,0.0,0.0,0.0,28 W 44TH ST,3.0,0.0,NEW YORK,2.0,JOSEPH V SCELSA,1.0,13.0,15.0,10.0,0.0,ITALIAN AMERICAN MUSEUM,1.0,200204.0,,NY,rtf06pc,1.0,3.0,3.0,3.0,,A53,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.258831,36061.0,5602.0,5600.0,A53,A,516059,3,2005.0,0.0,3,2005.0,0.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,3,2005.0,0.0,3,2005.0,0.0,8,2005.0,-73.9902,40.7593,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,14095.0,6,2003.0
35244,134178754,200744.0,29409286102497.0,A25,200512,2005,53840,0,0,0,0,0,0,0,0,0,53840,54886,1092,0,0,2138,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53840,53840,0,0,0,0,0,0,0,-1046,0,0,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,0,0,0,106247,0,0,0,0,0,106247,106247,3,7,0,0,0.0,1.0,2005,N,10033-6306,10033.0,134178754200512,1341787542005,12,0.0,0.0,0.0,260 AUDUBON AVENUE SUITE 100-S,3.0,200512.0,NEW YORK,1.0,DR JEORGE PINA,1.0,13.0,15.0,10.0,0.0,FUNDACION DOMINICANA CULTURARTE DE NEW YORK INC,1.0,200206.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A23,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.00319077,36061.0,5602.0,5600.0,A23,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9354,40.8486,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
35251,134180725,200735.0,29490216363207.0,B90,200608,2005,2296164,0,0,0,30725,170646,0,0,56429,56429,2352593,2301507,1183619,95833,0,1175329,1233478,13865,49859,0,0,0,0,0,0,0,0,28931,0,-3227,0,,2323662,2323662,0,0,0,0,0,25704,0,22155,0,166134,22703,0,0,0,0,1161464,0,0,0,0,0,30725,0,0,0,0,0,3503962,0,0,24175,0,0,3529770,3529770,3,7,0,0,0.0,1.0,2006,N,11238-1001,11238.0,134180725200608,1341807252006,8,0.0,0.0,0.0,357 CLERMONT AVE,3.0,0.0,BROOKLYN,1.0,BARBARA WELLES,1.0,11.0,15.0,10.0,0.0,ANCHOR INC,1.0,200109.0,,NY,rtf06pc,4.0,4.0,4.0,4.0,,A25,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.06130069999999999,36047.0,5602.0,5600.0,A25,A,2296164,4,2006.0,0.0,4,2006.0,214803.0,4,2006.0,9397.0,8,2006.0,968816.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,8862.0,2,2006.0,-73.9638,40.6804,PC,O,AR,A,IN,,0.0,6,2003.0,9653.0,6,2003.0,0.0,6,2003.0,352238.0,6,2003.0
35253,134181215,,29490322016276.0,,200606,2005,86291,0,0,0,0,0,0,0,38473,38473,124764,122384,6432,0,0,4052,6685,0,253,0,0,0,0,0,0,0,0,0,38473,0,0,,124764,124764,0,0,0,0,0,0,0,2380,0,7626,507,0,0,0,0,4052,0,0,0,0,0,0,0,0,0,0,0,97352,0,62162,0,0,0,159514,97352,3,7,0,0,0.0,,2006,N,10028-0344,10028.0,134181215200606,1341812152006,6,0.0,0.0,0.0,24 E 82ND ST,3.0,0.0,NEW YORK,1.0,EVE WOLF,1.0,13.0,15.0,10.0,0.0,ENSEMBLE FOR THE ROMANTIC CENTURY INC,1.0,200206.0,,NY,core05pc,,,,,,A6C,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.8465379999999999,36061.0,5602.0,5600.0,A6C,A,83088,4,2006.0,3203.0,4,2006.0,6432.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9527,40.7764,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
35254,134181476,200745.0,29490258232037.0,A65,200612,2006,64340,0,0,0,0,0,0,0,50111,50111,114451,118182,2689,0,0,19119,9513,12699,6824,0,0,0,0,0,0,0,0,0,50111,0,0,,114451,114451,0,0,0,0,0,0,0,-3731,0,28909,2211,0,0,0,0,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0.0,1.0,2006,N,10038-2748,10038.0,134181476200612,1341814762006,12,0.0,0.0,0.0,64 FULTON ST RM 1102,3.0,200612.0,NEW YORK,2.0,PAUL SIEMENS,1.0,13.0,16.0,20.0,0.0,IMMEDIATE THEATER COMPANY,1.0,200205.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.814426,36061.0,5602.0,5600.0,A65,A,64340,8,2006.0,0.0,8,2006.0,2689.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,0,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,2,2006.0,-74.0029,40.7088,PC,O,AR,A,IN,,,,,,,,,,,,,
35255,134181689,,29409210133146.0,,200512,2005,35600,0,0,0,0,0,0,0,4873,4873,40473,45271,16086,0,0,26334,21536,5450,5450,0,0,0,0,0,0,0,0,0,0,0,4873,,40473,40473,0,0,0,0,0,0,0,-4798,0,0,0,0,0,0,0,20884,0,0,0,0,0,0,0,0,0,0,0,110000,0,24500,0,0,0,134500,110000,3,9,0,0,0.0,,2005,N,10023-3801,10023.0,134181689200512,1341816892005,12,0.0,0.0,0.0,171 W 71ST ST STE 2E,3.0,200512.0,NEW YORK,1.0,DANIEL ROBERTS,1.0,13.0,16.0,10.0,0.0,AUDAX THEATER GROUP,1.0,200109.0,,NY,core05pc,,,,,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.532517,36061.0,5602.0,5600.0,A65,A,0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,-73.9841,40.7761,PC,O,AR,A,IN,,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0
35263,134183282,,29409175196036.0,,200512,2005,10650,0,0,0,0,0,0,0,19600,19600,30250,34334,6288,0,0,12592,9209,2219,2921,0,0,0,0,0,0,0,0,0,19600,0,0,,30250,30250,0,0,0,0,0,0,0,-4084,0,0,0,0,0,0,0,10372,0,0,0,0,0,0,0,0,0,0,0,20064,0,41267,0,0,0,61334,20067,3,7,0,0,0.0,,2005,N,10016-3573,10016.0,134183282200512,1341832822005,12,0.0,0.0,0.0,165 E 36TH ST APT 1C,3.0,200512.0,NEW YORK,2.0,ERIK WOOD,1.0,13.0,15.0,10.0,0.0,RETECH INC,1.0,200206.0,,NY,core05pc,,,,,,A25,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.9020290000000001,36061.0,5602.0,5600.0,A25,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9782,40.7445,PC,O,AR,A,IN,,0.0,6,2003.0,9209.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
35264,134184087,,29490273118286.0,,200512,2005,33780,0,0,0,0,0,0,0,0,0,33780,34458,2551,0,0,3229,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33780,33780,0,0,0,0,0,0,0,-678,0,0,0,0,0,0,0,3229,0,0,0,0,0,0,0,0,0,0,0,44250,0,0,0,0,0,44250,44250,3,7,0,0,0.0,,2005,N,10021-3353,10021.0,134184087200512,1341840872005,12,0.0,0.0,0.0,225 E 74TH ST,3.0,0.0,NEW YORK,2.0,CAMILLE THOMAN,1.0,13.0,15.0,10.0,0.0,SHORT FILM FOUNDATION,1.0,200202.0,,NY,core05pc,,,,,,A31,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.11778599999999999,36061.0,5602.0,5600.0,A31,A,33780,8,2005.0,0.0,8,2005.0,2551.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,0,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,2,2005.0,-73.9597,40.768,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,2551.0,6,2003.0
