,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,fipsold,v_errorCd,NTmaj12,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,GovGtEstimate,GovGtCode,GovGtYr
52489,237349380,1997,1003060,594985,2775,0,61782,380643,0,0,279820,279820,1877870,1820880,1794900,93000,38000,2559610,2537100,809342,742201,0,0,0,0,0,0,0,0,0,0,0,0,56900,93368,64995,0,,1820970,A80,,ROYAL OAK FOUNDATION INC,,285 W BROADWAY RM 400,NEW YORK,NY,10013-2269,0.0,3,3.0,1000.0,197401.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061,5602.0,16.0,A,A80,,1997,0,0,3159640,1745730,475138,0,0,5105760,0,200388,0,0,0,0,1750270,92,0,A80,,44541,5580900,0,242809,23751,0,0,0,0,0,2775,61782,0,121895,0,1820970,10013.0,0,0,1,2,9,1,,8.0,80,A,Z,1,1,1,,5600.0,A82Z,7,0.512587,10013.0,3606.0,,AR,A80,NY,10013.0,NEW YORK,A80,,A,AR,AR,PC,O,AR,A,IN,,A80,A,0.0,3b,1998.0
52876,237362572,1996,1611830,0,0,0,7595,305076,0,0,1760200,1760200,3372030,3890160,-563855,90000,0,308721,421559,354441,985414,0,0,0,0,0,0,0,0,0,0,0,0,0,1752600,0,0,,3372030,A69,A34Z,ORPHEUS CHAMBER ORCHESTRA INC,,490 RIVERSIDE DRIVE,NEW YORK,NY,10027-5713,0.0,3,3.0,2000.0,197404.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,0,,0,,0,36061,5602.0,15.0,A,A69,,1997,0,0,4679180,0,5922660,0,0,4679180,0,0,0,0,90000,100000,-45720,-518135,0,A69,,0,10601800,0,2226260,0,0,0,0,0,0,0,7595,0,0,0,3372030,10027.0,0,0,1,9,9,9,,6.0,69,A,Z,1,1,1,,5600.0,A68Z,9,0.6278729999999999,10027.0,3606.0,,AR,A69,NY,10027.0,NEW YORK,A69,,A,AR,AR,PC,O,AR,A,IN,,A69,A,62812.0,3b,1998.0
52973,237365663,1996,398469,11431,0,0,0,14029,0,0,155239,155239,565139,573334,41468,0,0,136883,92970,87220,51502,0,0,0,0,0,0,0,0,0,0,0,0,0,113338,0,0,,565139,A80,,CIRCUM-ARTS FOUNDATION INC,,31 W 21ST ST 3RD FL,NEW YORK,NY,10010-6806,0.0,3,3.0,2000.0,197404.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,94.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,3.0,3.0,0,,0,,0,36061,5602.0,15.0,A,A80,,1997,0,0,1103640,26314,508464,0,0,1244580,0,114626,0,0,69006,43428,49663,-8195,41901,A80,,0,1753040,0,118610,0,41901,0,0,0,0,0,0,0,0,0,565139,10010.0,0,0,1,1,9,1,,8.0,80,A,Z,1,1,1,,5600.0,,9,0.9574440000000001,10010.0,3606.0,,AR,A80,NY,10010.0,NEW YORK,A12,20.0,A,AR,AR,PC,O,AR,A,IN,,A1220,A,29815.0,3b,1998.0
53412,237379091,1995,774223,0,0,0,2500,71687,0,0,125235,125235,899458,897048,-128218,117200,0,271589,165152,402217,293370,0,0,0,0,0,0,0,0,0,0,0,0,0,88807,0,33928,,899458,A51,,THE INSTITUTE FOR CONTEMPORARY ART PS 1 MUSEUM & THE CLOCKTOWER GALE,% JERALD ORDOVER,46 01 21ST ST,LONG ISLAND CITY,NY,11101-0000,0.0,3,3.0,2000.0,193107.0,1.0,,1.0,11.0,0.0,199606,10.0,6,,119.0,91.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36081.0,5602.0,16.0,A,A51,,1996,0,0,2914010,0,442910,0,0,2968310,0,4183,0,0,166650,160650,-130628,2410,0,A51,,0,3411220,0,199864,26401,0,0,0,0,0,0,2500,0,0,0,899458,11101.0,0,0,9,9,1,9,,5.0,51,A,Z,1,1,1,,5600.0,,7,0.209261,11101.0,3608.0,,AR,A51,NY,11101.0,LONG ISLAND CITY,A51,,A,AR,AR,PC,O,AR,A,IN,,A51,A,193926.0,4,2007.0
53435,237379877,1996,627058,3623,0,0,5068,69231,0,639,96579,96579,727260,539739,336132,50300,39872,189217,390056,40606,53924,0,0,0,0,0,0,0,0,0,0,0,0,0,55683,0,9153,,727260,A20,,ETHNIC FOLK ARTS CENTER INC,,131 VARICK ST RM 907,NEW YORK,NY,10013-1410,0.0,3,3.0,2000.0,197407.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,123.0,124.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A20,,1997,0,0,1296320,0,281368,0,0,1415190,639,103938,0,0,0,0,148611,187521,26036,A20,,0,1696560,0,118628,13175,26036,0,0,0,0,0,5068,0,0,0,727260,10013.0,0,0,1,1,1,1,,2.0,20,A,Z,1,1,1,,5600.0,A24Z,7,0.597938,10013.0,3606.0,,AR,A24,NY,10013.0,NEW YORK,A24,,A,AR,AR,PC,O,AR,A,IN,,A24,A,204869.0,3b,1998.0
53437,237379930,1996,832152,42567,0,0,16214,73413,13322,9426,407056,393734,1281780,1164150,695887,0,0,670403,767789,40497,71902,0,2,0,0,0,0,0,0,0,0,0,0,50503,0,37154,280437,,1217950,A52,,STATEN ISLAND CHILDRENS MUSEUM,,1000 RICHMOND TER BLDG M,STATEN ISLAND,NY,10301-1114,0.0,3,3.0,2000.0,197407.0,1.0,,5.0,13.0,0.0,199706,10.0,6,,60.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36085.0,5602.0,15.0,A,A52,,1997,0,0,2733990,153875,0,0,0,2949970,22748,62107,0,0,0,22000,629906,53798,0,A52,,12183,2949970,0,603869,66425,0,0,0,0,0,0,16214,0,87657,0,1217950,10301.0,0,0,9,2,9,1,,5.0,52,A,Z,1,1,1,,5600.0,A52Z,9,0.783041,10301.0,3608.0,,AR,A52,NY,10301.0,STATEN ISLAND,A52,,A,AR,AR,PC,O,AR,A,IN,,A52,A,712679.0,3b,1998.0
53832,237396613,1996,258851,0,0,0,316,68742,0,0,246628,246628,505479,479780,-96768,4800,0,68070,29229,172997,125997,0,0,0,0,0,0,0,0,0,0,0,0,17540,226099,0,2673,,487939,A65,A66Z,MABOU MINES DEVELOPMENT FOUNDATION INC,,150 FIRST AVE,NEW YORK,NY,10009-5704,0.0,3,3.0,1000.0,197409.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1997,0,0,943923,0,394569,0,0,980750,0,2127,0,0,103041,74840,-104927,8159,0,A65,,0,1375320,0,73195,12123,0,0,0,0,0,0,0,316,17540,0,487939,10009.0,0,0,1,9,1,9,,6.0,65,A,Z,1,1,1,,5600.0,A65Z,7,0.9000950000000001,10009.0,3606.0,,AR,A65,NY,10009.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,46747.0,3b,1998.0
53833,237396618,1996,238514,0,0,0,0,59287,0,0,0,0,238514,305417,-208980,33226,0,57326,72035,199403,281015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,238514,A34,G41Z,IN TOUCH NETWORKS INC,,15 W 65TH ST,NEW YORK,NY,10023-6601,0.0,3,3.0,1200.0,197409.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,121.0,160.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A34,,1996,0,0,1098390,0,135858,0,0,1100160,0,0,0,0,0,0,-142077,-66903,0,A34,,0,1236020,0,97102,9992,0,0,0,0,0,0,0,0,0,0,238514,10023.0,0,0,9,9,9,9,,3.0,34,A,Z,1,1,1,,5600.0,,7,0.572607,10023.0,3606.0,,AR,A34,NY,10023.0,NEW YORK,A34,,A,AR,AR,PC,O,AR,A,IN,,A34,A,0.0,4,2005.0
53866,237397945,1996,117065,0,0,0,316,0,0,0,16317,16317,133382,101107,80523,0,0,50273,82548,2025,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,14301,0,1700,,133382,A70,,GIORNO POETRY SYSTEMS INSTITUTE INC,% JERALD ORDOVER,222 BOWERY,NEW YORK,NY,10012-4216,0.0,3,3.0,3000.0,197409.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A70,,1997,0,0,300876,0,103793,0,0,302652,0,1776,0,0,0,0,48248,32275,0,A70,,0,406445,0,0,0,0,0,0,0,0,0,316,0,0,0,133382,10012.0,0,0,1,1,1,1,,7.0,70,A,Z,1,1,1,,5600.0,,7,0.622707,10012.0,3606.0,,AR,A70,NY,10012.0,NEW YORK,H12,,A,AR,AR,PC,O,AR,A,IN,,H12,H,0.0,3b,1998.0
53867,237397946,1996,3216070,0,2380550,1857910,685833,401192,0,0,4931560,2036940,8147630,3379040,27242000,137500,31710,24312300,28046100,149526,804093,0,0,0,0,0,0,0,0,0,0,0,0,49896,275921,0,35447,,5203110,A20,,DIA CENTER FOR THE ARTS INC,,542 W 22ND ST,NEW YORK,NY,10011-1108,0.0,3,3.0,1200.0,197409.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,60.0,91.0,119.0,B9710,,,IN,O,AR,A,PC,,5.0,4.0,5.0,0,,0,,0,36061.0,5602.0,15.0,A,A20,,1997,0,0,8632420,0,1096320,0,0,10986500,0,2354050,0,0,0,0,24162800,1824070,63917,A20,,1255120,12082800,185099,1178740,45500,63917,0,1036710,1440000,403290,522637,14993,485741,49896,0,5203110,10011.0,0,0,1,2,9,1,,2.0,20,A,Z,1,1,1,,5600.0,A6FZ,9,0.961527,10011.0,3606.0,,AR,A20,NY,10011.0,NEW YORK,A20,,A,AR,AR,PC,O,AR,A,IN,,A20,A,164500.0,1b,2097.0
54014,237401867,1996,311336,7710,5659,5410,10186,7000,0,0,146581,141171,465627,374153,227640,0,0,206126,228957,19001,1317,0,0,0,0,0,0,0,0,0,0,0,0,45549,97125,-12718,780,,414668,A69,,INTERSCHOOL ORCHESTRAS OF NY INC,,1556 THIRD AVE,NEW YORK,NY,10128-3106,0.0,3,3.0,2000.0,197410.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,59.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A69,,1997,0,0,838920,24375,0,0,0,888428,0,25133,0,0,0,0,187125,40515,0,A69,,0,888428,0,204776,11870,0,0,0,0,0,249,0,10186,32831,0,414668,10128.0,0,0,1,1,1,1,,6.0,69,A,Z,1,1,1,,5600.0,,9,0.137301,10128.0,3606.0,,AR,A69,NY,10128.0,NEW YORK,A69,,A,AR,AR,PC,O,AR,A,IN,,A69,A,31507.0,3b,1998.0
54058,237404350,1996,709647,0,0,0,27764,183637,0,0,890829,890829,1600480,1641790,1169070,141447,0,1309930,1297770,99547,128702,0,0,0,0,0,0,0,0,0,0,0,0,0,862000,0,1065,,1600480,A33,,NATIONAL URBAN FELLOWS INC,NATIONAL URBAN FELLOWS INC,55 W 44TH ST STE 600,NEW YORK,NY,10036-6609,0.0,3,3.0,2000.0,197410.0,1.0,,1.0,13.0,0.0,199709,10.0,9,,120.0,449.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A33,,1997,0,0,3594740,0,3621520,0,0,3669940,0,61139,0,0,0,0,1210380,-41309,0,A33,,0,7291460,0,300574,30995,0,0,0,0,0,0,27764,0,0,0,1600480,10036.0,0,0,1,1,9,1,,3.0,33,A,Z,1,1,1,,5600.0,,7,0.725648,10036.0,3606.0,,AR,A33,NY,10036.0,NEW YORK,A33,,A,AR,AR,PC,O,AR,A,IN,,A33,A,30154.0,3b,1998.0
54157,237408447,1997,28779,2082,0,0,9623,0,0,0,21052,21052,51913,34993,208886,0,0,197466,214386,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,11429,0,0,,51913,A60,,DAUGAVAS VANAGI LATVIAN WELFARE ASSOCIATION INC,,115 W 183RD ST,BRONX,NY,10453-1103,0.0,3,3.0,1200.0,197410.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,90.0,92.0,119.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36005.0,5602.0,15.0,A,A60,,1997,0,0,131456,9930,36986,0,0,157737,0,16351,0,0,0,0,191966,16920,0,A60,,0,194723,9623,0,0,0,0,0,0,0,0,0,0,0,0,51913,10453.0,0,0,1,1,1,1,,6.0,60,A,Z,1,1,1,,5600.0,,7,0.149543,10453.0,3600.0,,AR,A98,NY,10453.0,BRONX,A60,,A,AR,AR,PC,O,AR,A,IN,,A60,A,0.0,3b,1998.0
54176,237408809,1996,88851,0,0,0,0,0,0,0,432261,432261,521112,619244,32523,0,0,135380,48610,4725,16087,0,0,0,0,0,0,0,0,0,0,0,0,0,432261,0,0,,521112,A60,,INSTITUTE FOR SPANISH ARTS AKA EL INSTITUTE DEL ARTE ESPANOL,,201 E 37TH,NEW YORK,NY,10016-3159,0.0,3,3.0,2000.0,197411.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1996,0,0,585984,0,1653540,0,0,586962,0,978,0,0,0,0,130655,-98132,0,A60,,0,2240500,0,69600,7812,0,0,0,0,0,0,0,0,0,0,521112,10016.0,0,0,9,1,9,1,,6.0,60,A,Z,1,1,1,,5600.0,,7,0.53418,10016.0,3606.0,,AR,A62,NY,10016.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,49993.0,4,2005.0
54194,237409712,1996,21450,0,0,0,8282,0,0,0,65679,65679,87129,55955,217637,0,0,186463,217637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46620,0,10777,,87129,A03,,THE SONGWRITERS GUILD FOUNDATION,,1560 BROADWAY 1306,NEW YORK,NY,10036-1525,0.0,3,3.0,1200.0,197411.0,1.0,,1.0,13.0,0.0,199710,10.0,10,,123.0,561.0,994.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A03,,1997,0,0,20940,0,151094,0,0,65191,0,44251,0,0,0,0,186463,31174,0,A03,,0,216285,8282,0,0,0,0,0,0,0,0,0,0,0,0,87129,10036.0,0,0,1,1,1,1,,0.0,03,A,C,1,1,1,6,5600.0,,9,0.9126879999999999,10036.0,3606.0,,AR,A03,NY,10036.0,NEW YORK,A68,,A,AR,AR,PC,O,AR,A,IN,,A68,A,0.0,6,2003.0
54284,237412428,1996,5764390,486936,421358,423041,66218,836179,530358,313906,3726980,2773580,9978300,5606880,7529660,295889,154568,4861220,8163960,642785,634294,0,0,0,0,0,0,0,0,0,0,0,0,106797,2121860,99323,67155,,8918110,A51,A42Z,INTERNATIONAL CENTER OF PHOTOGRAPHY,,1130 FIFTH AVE,NEW YORK,NY,10128-0121,0.0,3,3.0,2000.0,197411.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,5.0,5.0,5.0,0,,0,,0,36061.0,5602.0,15.0,A,A51,,1997,0,0,11076000,1850770,10052100,0,0,13263800,844264,210055,0,0,0,0,4218440,3311230,0,A51,,0,23315900,0,1410240,149926,0,0,0,0,0,-1683,36702,29516,206120,0,8918110,10128.0,0,0,1,1,1,1,,5.0,51,A,Z,1,1,1,,5600.0,A51Z,7,0.793199,10128.0,3606.0,,AR,A51,NY,10128.0,NEW YORK,A40,,A,AR,AR,PC,O,AR,A,IN,,A40,A,482194.0,3b,1998.0
54462,237418859,1996,88715,0,0,0,43,0,0,0,217793,217793,306508,313187,-17646,11130,0,17852,27057,28819,44703,0,0,0,0,0,0,0,0,0,0,0,0,0,165250,0,0,,306508,A62,,BATTERY DANCE CORPORATION,,380 BROADWAY 5TH FLR,NEW YORK,NY,10013-6025,0.0,3,3.0,2000.0,197412.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A62,,1997,0,0,202571,0,242879,0,0,404808,0,166830,0,0,1250,1250,-10967,-6679,52500,A62,,0,647687,0,65987,8127,52500,0,0,0,0,0,43,0,0,0,306508,10013.0,0,0,9,9,9,9,,6.0,62,A,Z,1,1,1,,5600.0,,7,0.033641199999999996,10013.0,3606.0,,AR,A62,NY,10013.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,11439.0,3b,1998.0
54665,237425243,1996,61476,0,0,0,45249,18945,559926,378883,1144610,584681,1206080,699842,820258,0,0,1360410,1265800,460050,445545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160549,,646157,A70,,SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,,656 BROADWAY,NEW YORK,NY,10012-2301,0.0,3,3.0,3200.0,197603.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,124.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,3.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A70,,1997,0,0,85406,0,4028050,0,0,657157,938809,225499,0,0,0,0,900358,-53685,0,A70,,-26415,4685210,0,247652,23113,0,0,0,0,0,0,45249,0,0,0,646157,10012.0,0,0,1,2,9,1,,7.0,70,A,Z,1,1,1,,5600.0,,9,0.504596,10012.0,3606.0,,AR,A70,NY,10012.0,NEW YORK,A70,,A,AR,AR,PC,O,AR,A,IN,,A70,A,0.0,3b,1998.0
54719,237426261,1996,301077,0,0,0,6835,17767,0,0,339539,339539,640616,558435,115738,57750,0,244220,294176,214163,178438,0,0,0,0,0,0,0,0,0,0,0,0,0,310586,0,0,,640616,A62,,DANCE WORKS INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3,3.0,2000.0,197501.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A62,,1997,0,0,1255880,0,1362130,0,0,1375740,0,119859,0,0,25000,0,30057,82181,22118,A62,,3500,2737870,0,171200,18257,22118,0,0,0,0,0,6835,0,0,0,640616,10013.0,0,0,1,2,2,1,,6.0,62,A,Z,1,1,1,,5600.0,A62Z,7,0.23339400000000002,10013.0,3606.0,,AR,A62,NY,10013.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,211833.0,3b,1998.0
54746,237427657,1996,5500,22290,0,0,1415,0,0,0,37505,37505,65295,43803,65396,0,0,90148,65396,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,50445,0,-14355,0,,14850,A11,,AMERICAN FRIENDS OF THE ROYAL SHAKESPEARE THEATRE INC,% WINTHROP STIMSON PUTNAM AND ROBER,136 E 57TH ST,NEW YORK,NY,10022-2707,0.0,3,3.0,2000.0,197502.0,1.0,,1.0,13.0,0.0,199703,10.0,3,,602.0,93.0,994.0,B9710,,,IN,S,ZA,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A11,,1997,0,0,91273,79095,0,0,0,178875,0,8507,0,0,0,0,85848,-28953,0,A11,,8501,178875,0,0,0,0,0,0,0,0,0,655,760,36090,0,14850,10022.0,0,0,9,2,9,1,,1.0,11,A,I,1,1,1,6,5600.0,,7,0.8808540000000001,10022.0,3606.0,,AR,A11,NY,10022.0,NEW YORK,A11,65,A,AR,AR,PC,S,ZA,,IN,,A1165,A,0.0,3b,1998.0
54770,237428522,1996,36973,0,0,0,0,0,0,0,20550,20550,57523,61940,-8799,0,0,5264,4847,9646,13646,0,0,0,0,0,0,0,0,0,0,0,0,0,20540,0,10,,57523,A6A,,EBONY-OPERA INC,,2109 BROADWAY APT 1418,NY,NY,10023-2199,0.0,3,3.0,2000.0,197502.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,64.0,88.0,994.0,C92,1992.0,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A6A,,1997,0,0,34091,0,36678,0,0,34438,0,347,0,0,0,0,-4382,-4417,0,A6A,,0,71116,0,0,0,0,0,0,0,0,0,0,0,0,0,57523,10023.0,0,0,.,9,9,9,,6.0,6A,A,Z,1,1,1,,5600.0,,7,0.127959,10023.0,3606.0,,AR,A6A,NY,10023.0,NY,A6A,,A,AR,AR,PC,O,AR,A,IN,,A6A,A,0.0,6,2000.0
54835,237431029,1996,482357,0,0,0,27867,125774,0,0,325789,325789,808146,569641,595255,100000,0,675927,632255,21255,37000,0,0,0,0,0,0,0,0,0,0,0,0,297922,0,0,0,,510224,A12,,RICHARD TUCKER MUSIC FOUNDATION INC,,1790 BROADWAY STE 715,NEW YORK,NY,10019-1412,0.0,3,2.0,1200.0,197509.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,40.0,90.0,119.0,B9710,,,IN,S,ZB,A,PC,3.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A12,,1996,0,0,2898420,0,0,0,0,2981660,0,81492,0,0,0,0,654672,-59417,0,A12,,0,2981660,0,20958,8095,0,0,0,0,0,0,0,27867,297922,0,510224,10019.0,0,0,9,1,9,1,,1.0,12,A,J,1,1,1,6,5600.0,A68Z,7,0.229723,10019.0,3606.0,,AR,A90,NY,10019.0,NEW YORK,A90,,A,AR,AR,PC,S,ZB,,IN,,A90,A,0.0,4,2006.0
55017,237438514,1996,597220,0,0,0,1945,75272,0,0,439979,439979,1037200,1023850,438691,191827,0,495138,487605,69801,48914,0,0,0,0,0,0,0,0,0,0,0,0,0,427821,0,10213,,1037200,A68,,RECORDED ANTHOLOGY OF AMERICAN MUSIC INC,,701 SEVENTH AVE,NEW YORK,NY,10036-1508,0.0,3,3.0,2000.0,199311.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A68,,1997,0,0,2146920,0,2518570,0,0,2205460,0,28633,0,0,0,0,425337,13354,0,A68,,0,4724030,0,127961,22898,0,0,0,0,0,0,1945,0,0,0,1037200,10036.0,0,0,1,1,1,1,,6.0,68,A,Z,1,1,1,,5600.0,,7,0.042785000000000004,10036.0,3606.0,,AR,A68,NY,10036.0,NEW YORK,A68,,A,AR,AR,PC,O,AR,A,IN,,A68,A,0.0,3b,1998.0
55097,237441237,1997,35000,34898,0,0,1806,0,0,0,14638,14638,84536,72777,53037,0,0,41278,53037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12832,0,0,,84536,A80,,AMERICAN PRINTING HISTORY ASSOCIATION INC,,PO BOX 4922 GRAND CENTRAL,NEW YORK,NY,10163-4922,0.0,3,3.0,2380.0,197508.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,92.0,199.0,0.0,B9606,1996.0,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A80,,1997,0,0,37628,128100,0,0,0,216892,0,4886,0,0,0,0,41278,11759,0,A80,,0,216892,1806,0,0,0,0,0,0,0,0,0,0,0,0,84536,10163.0,0,0,2,1,1,1,,8.0,80,A,Z,1,1,1,,5600.0,,9,0.911559,10163.0,3606.0,,AR,A80,NY,10163.0,NEW YORK,A80,,A,AR,AR,PC,O,AR,A,IN,,A80,A,0.0,6,2003.0
55328,237448561,1996,104997,0,0,0,35,0,0,1630,1665,1665,106662,103660,4815,0,0,72404,83334,70591,78519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,106662,A60,,MUSAWWIR INC,,20 COOPER SQ,NEW YORK,NY,10003-7112,0.0,3,3.0,2000.0,197504.0,1.0,,1.0,13.0,0.0,199706,20.0,6,,90.0,119.0,318.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1997,0,0,0,0,0,0,0,0,1630,0,0,0,0,0,1813,3002,0,A60,,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,106662,10003.0,0,0,.,1,1,1,,6.0,60,A,Z,1,1,1,,5600.0,,7,0.7448899999999999,10003.0,3606.0,,AR,A60,NY,10003.0,NEW YORK,A60,,A,AR,AR,PC,O,AR,A,IN,,A60,A,0.0,6,2002.0
