,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,NTEECC4d,NTEEconf,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEE2,NTEE,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,RANDNUM,NTEESRC,MSA_NECH,Ntee2007a,Ntee42007a,NteeOldB,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
175371,521665274,200506,2004,104170,0,0,0,687,0,0,0,56305,56305,160475,165075,56086,38187,0,68998,61980,8312,5894,0,0,0,0,0,0,0,0,0,52439,0,3179,,160475,160475,0,0,0,0,0,0,0,-4600,0,48015,7509,0,0,0,0,60686,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,64.0,1.0,29490007101136.0,2005,N,10170-1699,10170.0,521665274200506,5216652742005,6,64.0,0.0,0.0,420 LEXINGTON AVENUE 1628,3.0,0.0,NEW YORK,2.0,MASTRO ASSOCIATES,1.0,13.0,15.0,10.0,0.0,THOMAS A EDISON MEDIA ARTS CONSORTIUM,1.0,199004.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A31,,A,IN,,AR,A,PC,O,AR,A,,A84Z,AR,AR,5602.0,5600.0,36061.0,0.183301,1,5602.0,A31,,A31,53590.0,6,2003.0,50465.0,6,2003.0,0.0,6,2003.0,56086.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,6075.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A31,A
175770,521724997,200506,2004,130870,0,107293,98398,2350,11538,16,812,168506,70092,299376,236057,77861,42386,0,121081,77874,314,13,0,0,0,0,0,0,0,0,0,58035,0,0,,200962,200962,0,8895,0,0,0,0,828,-35095,-7811,29185,6401,0,0,0,0,120767,0,0,0,0,141,2209,0,0,0,0,0,820653,0,204012,4726,0,0,1029391,825379,3,9,0,0,90.0,1.0,29490077201176.0,2005,N,10122-1511,10122.0,521724997200506,5217249972005,6,90.0,0.0,0.0,225 WEST 34TH ST STE 1513,3.0,0.0,NEW YORK,1.0,POLAKOFF & MICHAELSON CPA PC,1.0,13.0,16.0,10.0,0.0,PIATIGORSKY FOUNDATION,1.0,199106.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A68,,A,IN,,AR,A,PC,O,AR,A,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.428491,1,5602.0,A68,,A68,130870.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,25913.0,2,2006.0,983.0,2,2006.0,51887.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,1528.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,73821.0,6,2003.0,0.0,6,2003.0,A68,A
177143,521905262,200512,2005,54116,0,0,0,0,0,0,0,80,80,54196,52650,1640,0,0,94,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,54196,54196,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,20559,0,0,0,0,0,20559,20559,3,9,0,0,995.0,1.0,29409098053126.0,2005,N,11238-4302,11238.0,521905262200512,5219052622005,12,995.0,91.0,532.0,328 FLATBUSH AVE 198,3.0,0.0,BROOKLYN,1.0,STEVEN SHAMES,1.0,11.0,15.0,20.0,0.0,OUTSIDE THE DREAM FOUNDATION,1.0,199512.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A40,,B,IN,,AR,A,PC,O,AR,A,,A42Z,AR,AR,5602.0,5600.0,36047.0,0.157902,1,5602.0,A40,,A40,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A40,A
177147,521905556,200412,2004,2899892,0,2380384,2397125,182427,165224,0,0,2995002,597877,5894894,2507351,5817164,206800,0,5191965,6250837,348119,433673,0,0,0,0,0,0,0,0,0,0,0,432191,,3497769,3497769,0,-16741,0,0,0,0,0,990418,-17100,757740,76036,0,0,0,0,4843846,0,0,0,0,127135,54166,0,1126,0,0,0,8723402,0,69277,443609,0,0,10482942,10413665,3,7,0,0,994.0,1.0,29490365124215.0,2004,N,10016-5422,10016.0,521905556200412,5219055562004,12,994.0,121.0,0.0,6 EAST 32ND STREET,3.0,0.0,NEW YORK,1.0,BOOKKEEPING DEPT LEARNING MATTERS,1.0,13.0,15.0,10.0,0.0,LEARNING MATTERS INC,1.0,199504.0,,NY,rtf05PC,5.0,4.0,5.0,4.0,A,A32,,A,IN,,AR,A,PC,O,AR,A,,A32Z,AR,AR,5602.0,5600.0,36061.0,0.40003299999999997,1,5602.0,A32,,A32,2899892.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,2142989.0,4,2006.0,55822.0,4,2006.0,3674175.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,46366.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,50807.0,6,2003.0,3862663.0,6,2003.0,361.0,6,2003.0,A32,A
178571,522123171,200512,2005,41016,0,0,0,10,225,0,0,2210,2210,43226,69716,-11653,0,0,14837,6497,0,18150,4976,0,0,0,0,0,0,0,0,0,0,0,,43226,43226,2200,0,0,0,0,0,0,-26490,0,23470,0,0,0,0,0,14837,0,0,0,0,10,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0.0,1.0,29490259102146.0,2005,N,11205-0000,11205.0,522123171200512,5221231712005,12,0.0,0.0,0.0,PO BOX 05026,3.0,200512.0,BROOKLYN,1.0,ERROL GRIMES,1.0,11.0,15.0,10.0,0.0,ERROL GRIMES DANCE GROUP INC,1.0,200202.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.331907,1,5602.0,A62,,A62,4185.0,2,2006.0,21764.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,3682.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,8408.0,4,2006.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A62,A
178716,522143244,200412,2004,901740,0,23371,24412,3864,86781,0,0,179506,155094,1081246,566838,839270,0,0,441131,847670,25129,8400,0,0,0,0,0,0,0,0,66728,85543,0,0,,990106,990106,0,-1041,0,0,0,66728,0,423268,0,24000,1836,0,0,0,0,416002,0,0,0,0,3864,0,0,0,0,0,0,2322182,0,79282,53076,0,0,2454540,2375258,3,7,0,0,,,,2004,N,10022-1669,10022.0,522143244200412,5221432442004,12,0.0,0.0,0.0,475 PARK AVE,3.0,0.0,NEW YORK,1.0,PIERRE FV MERLE,1.0,13.0,15.0,10.0,0.0,VENETIAN HERITAGE INC,1.0,199903.0,,NY,core04PC,,,,,A,A40,,B,IN,,AR,A,PC,O,AR,A,,A40,AR,AR,5602.0,5600.0,36061.0,0.272302,1,5602.0,A40,,A40,901740.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,685320.0,2,2005.0,0.0,2,2005.0,153950.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,4,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,384.0,6,2003.0,A40,A
178721,522143843,200512,2005,162057,0,0,0,651,6896,0,0,34780,34780,196837,126178,207443,0,0,136991,208096,207,653,0,0,0,0,0,0,0,0,0,32915,0,0,,196837,196837,1214,0,0,0,0,0,0,70659,0,45484,5348,0,0,0,0,136784,0,0,0,0,651,0,1214,0,0,0,0,190285,0,331636,2908,0,0,524829,193193,3,7,0,0,0.0,1.0,29490204336066.0,2005,N,11231-3701,11231.0,522143843200512,5221438432005,12,0.0,0.0,0.0,303 CLINTON ST,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,15.0,10.0,0.0,BIG DANCE THEATER INC,1.0,199905.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,A60,AR,AR,5602.0,5600.0,36047.0,0.040704000000000004,1,5602.0,A62,,A62,147121.0,2,2006.0,14936.0,2,2006.0,0.0,2,2006.0,207443.0,2,2006.0,7943.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,5229.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A62,A
178983,522190457,200508,2004,269696,0,0,0,0,0,0,0,2961,2961,272657,261043,8412,0,0,0,8412,3202,0,0,0,0,0,0,0,0,0,0,2961,0,0,,272657,272657,0,0,0,0,0,0,0,11614,0,0,0,0,0,0,0,-3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0.0,1.0,29490224032106.0,2005,N,11237-1665,11237.0,522190457200508,5221904572005,8,0.0,0.0,0.0,57 THAMES ST APT 4B,3.0,200508.0,BROOKLYN,1.0,KAMILAH FORBES,1.0,11.0,15.0,10.0,0.0,HIP HOP THEATRE JUNCTION,1.0,200103.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A19,60,A,IN,,AR,A,PC,O,AR,A,,A60,AR,AR,5602.0,5600.0,36047.0,0.48476800000000003,1,5602.0,A19,60,A60,31892.0,2,2006.0,237804.0,2,2006.0,0.0,2,2006.0,8412.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,8412.0,6,2002.0,A1960,A
179137,522213646,200512,2005,671975,0,0,0,7056,113886,0,0,7056,7056,679031,476733,1038214,106000,0,847236,1041224,11320,3010,0,0,0,0,0,0,0,0,0,0,0,0,,679031,679031,0,0,0,0,0,0,0,202298,0,53901,10913,0,0,0,0,835916,0,0,0,0,0,7056,0,0,0,0,0,1703746,0,0,8424,0,0,1712170,1712170,3,7,0,0,0.0,1.0,29490196114056.0,2005,N,10004-1901,10004.0,522213646200512,5222136462005,12,0.0,0.0,0.0,ONE NEW YORK PLAZA,3.0,0.0,NEW YORK,1.0,THEODORE A LEVINE,1.0,13.0,15.0,10.0,0.0,SECURITIES AND EXCHANGE COMMISION HISTORICAL SOCIETY,1.0,200004.0,,NY,rtf05PC,4.0,3.0,3.0,2.0,A,A82,,A,IN,,AR,A,PC,O,AR,A,,A54,AR,AR,5602.0,5600.0,36061.0,0.791876,1,5602.0,A82,,A82,671975.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,1030266.0,2,2006.0,12923.0,8,2005.0,7948.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,21118.0,8,2004.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,412180.0,6,2003.0,A82,A
179159,522216665,200512,2005,89490,0,0,0,0,0,0,0,3591,3591,93081,173442,137154,0,0,221720,138386,1518,1232,0,0,0,0,0,0,0,0,0,3591,0,0,,93081,93081,0,0,0,0,0,0,0,-80361,-2687,0,0,0,0,0,0,220202,0,0,0,0,0,0,0,0,0,0,0,317704,0,5319,0,0,0,323023,317704,3,9,0,0,0.0,1.0,29409196256226.0,2005,N,10001-6152,10001.0,522216665200512,5222166652005,12,0.0,0.0,0.0,305 SEVENTH AVE FLOOR 15,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,SOUTH ASIAN AMERICAN LEADERS OF TOMMORROW INC,1.0,200011.0,,NY,rtf05PC,2.0,1.0,1.0,2.0,A,A23,,B,IN,,AR,A,PC,O,AR,A,,A23,AR,AR,5602.0,5600.0,36061.0,0.487646,1,5602.0,A23,,A99,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,PC,O,AR,A,IN,,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,A23,A
179242,522230609,200506,2004,181672,0,0,0,0,0,0,0,0,0,181672,571355,-934076,0,0,3566505,3332192,4110898,4266268,0,0,0,0,0,0,0,0,0,0,0,0,,181672,181672,0,0,0,0,0,0,0,-389683,0,27086,0,0,0,0,0,-544393,0,0,0,0,0,0,0,0,0,0,0,554370,0,0,0,0,0,554370,554370,3,7,0,0,0.0,1.0,29490084018116.0,2005,N,10019-2511,10019.0,522230609200506,5222306092005,6,0.0,0.0,0.0,58 W 58TH ST 33A,3.0,0.0,NEW YORK,2.0,,1.0,13.0,4.0,1.0,0.0,ILLUME PRODUCTIONS INC,1.0,200008.0,,NY,rtf05PC,4.0,2.0,2.0,3.0,A,A31,,A,IN,,AR,A,PF,O,AR,A,,A31,AR,AR,5602.0,5600.0,36061.0,0.279802,1,5602.0,A31,,A31,181672.0,1,2005.0,0.0,1,2005.0,0.0,1,2005.0,-934076.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,1535.0,8,2005.0,0.0,1,2005.0,0.0,1,2005.0,PC,O,AR,A,IN,,0.0,1,2005.0,3313991.0,1,2005.0,0.0,1,2005.0,200.0,1,2005.0,A31,A
179399,522262698,200410,2003,355000,0,0,0,231,0,0,0,231,231,355231,240358,343115,50000,0,276480,348585,48238,5470,0,0,0,0,0,0,0,0,0,0,0,0,,355231,355231,0,0,0,0,0,0,0,114873,0,0,0,0,0,0,0,228242,0,0,0,0,231,0,0,0,0,0,0,1220000,0,0,251,0,0,1220251,1220251,3,7,0,0,,,,2004,N,10014-0000,10014.0,522262698200410,5222626982004,10,0.0,0.0,0.0,302 A W 12TH ST 120,3.0,200410.0,NEW YORK,1.0,MECCAD,1.0,13.0,15.0,10.0,0.0,INSTITUTE FOR CULTURAL ENTERPRISE INC,1.0,200304.0,,NY,core04PC,,,,,A,A23,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.714345,Q,5602.0,A23,,Z99,355000.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,343115.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A23,A
179494,522274965,200506,2004,0,0,0,0,649,0,0,0,1205568,1205568,1205568,1156363,301761,82227,0,546890,572673,294334,270912,0,0,0,0,0,0,0,0,0,1204919,0,0,,1205568,1205568,0,0,0,0,0,0,0,49205,0,869103,0,0,0,0,0,252556,0,0,0,0,649,0,0,0,0,0,0,76000,0,4486934,5007,0,541107,5109048,622114,3,9,0,0,0.0,1.0,29490070180236.0,2005,N,10016-4309,10016.0,522274965200506,5222749652005,6,0.0,0.0,0.0,365 FIFTH AVE RILM ABSTRACTS,3.0,200506.0,NEW YORK,1.0,CITY UNIVERSITY OF NEW YORK,1.0,13.0,16.0,10.0,0.0,REPERTOIRE INTERNATIONAL DE LITTERATURE MUSICALE INC,1.0,200109.0,,NY,rtf05PC,3.0,4.0,4.0,4.0,A,A68,,A,IN,,AR,A,PC,O,AR,A,,A33,AR,AR,5602.0,5600.0,36061.0,0.838583,1,5602.0,A68,,A99,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,196266.0,2,2006.0,0.0,2,2006.0,105458.0,2,2006.0,0.0,2,2006.0,4358.0,2,2006.0,0.0,2,2006.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,73910.0,6,2003.0,A68,A
179686,522301507,200602,2005,193724,0,0,0,0,6750,0,0,0,0,193724,233974,-32363,22987,6750,73983,75938,73840,108301,-32363,0,0,0,0,0,0,0,0,0,0,0,,193724,193724,0,0,0,0,0,0,0,-40250,7744,18956,1442,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,302717,0,0,0,0,0,302717,302717,3,9,0,143,0.0,1.0,29490266182076.0,2006,N,10025-3076,10025.0,522301507200602,5223015072006,2,0.0,0.0,0.0,202 W 107TH ST APT 6W,3.0,200602.0,NEW YORK,1.0,ELIZABETH WADDELL,1.0,13.0,15.0,10.0,0.0,CHARACTER STUDIES PRODUCTION INC,1.0,200106.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A05,60,B,IN,,AR,A,PC,O,AR,A,,A31,AR,AR,,5600.0,36061.0,0.5509970000000001,1,5602.0,A05,60,A99,155299.0,2,2007.0,38196.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,59738.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,58200.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A0560,A
179697,522303451,200508,2004,408678,0,0,0,0,64706,0,0,63673,63673,472351,458177,35764,161380,0,40060,95185,18470,59421,2801,0,0,0,0,0,0,0,0,0,63673,0,,472351,472351,0,0,0,0,0,63673,0,14174,0,56549,32601,0,0,0,0,21590,0,0,0,0,0,0,0,0,0,0,0,153743,0,126194,76,0,0,280013,153819,3,7,0,-11373,0.0,1.0,29490245145026.0,2005,N,10024-4243,10024.0,522303451200508,5223034512005,8,0.0,0.0,0.0,316 W 84TH ST STE 2F,3.0,0.0,NEW YORK,2.0,RONALD RUSSELL,1.0,13.0,15.0,10.0,0.0,EPIC THEATRE CENTER INC,1.0,200105.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A65,,B,IN,,AR,A,PC,O,AR,A,,A65,AR,AR,5602.0,5600.0,36061.0,0.057249400000000006,1,5602.0,A65,,A65,340399.0,2,2006.0,68221.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,7047.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,2966.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,27138.0,6,2003.0,A65,A
179905,522334845,200507,2004,205671,0,0,0,7,0,0,0,7,7,205678,79430,127100,0,0,852,127100,0,0,126100,0,0,0,0,0,0,0,0,0,0,0,,205678,205678,0,0,0,0,0,0,0,126248,0,0,0,0,0,0,0,852,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-148,0.0,1.0,29490217360076.0,2005,N,11219-3153,11219.0,522334845200507,5223348452005,7,0.0,0.0,0.0,1310 48TH ST,3.0,0.0,BROOKLYN,1.0,YWDIDYA GREENSTEIN,1.0,11.0,15.0,10.0,0.0,JEWISH HERITAGE FOUNDATION INTERNATIONAL INC,1.0,200309.0,,NY,rtf05PC,2.0,2.0,2.0,1.0,A,A23,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.9590770000000001,1,5602.0,A23,,X30,205671.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,119.0,6,2003.0,A23,A
180089,522362022,200512,2005,91312,0,0,0,0,0,0,0,0,0,91312,90191,34832,0,0,33711,34832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91312,91312,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,33711,0,0,0,0,0,0,0,0,0,0,0,181237,0,0,0,0,0,181237,181237,3,9,0,0,0.0,1.0,29409077061096.0,2005,N,10024-1932,10024.0,522362022200512,5223620222005,12,0.0,0.0,0.0,100 W 89TH ST,3.0,200512.0,NEW YORK,1.0,KATHLEEN M PIKE,1.0,13.0,15.0,10.0,0.0,U S TOKYO ENGLISH LIFE LINE INC,1.0,200205.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A23,,C,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.189721,1,5602.0,A23,,P99,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,P99,P
180174,522376786,200506,2004,1246543,417696,0,0,21402,116346,0,0,195822,195822,1860061,1107009,1160106,166137,0,728993,1258538,153943,98432,0,0,0,0,0,0,0,0,167996,0,6424,0,,1692065,1692065,0,0,0,0,0,174420,0,585056,0,54141,14479,0,0,146087,97392,575050,0,0,0,0,21402,0,0,0,0,0,0,932366,57500,10529,3218,0,0,1003613,993084,3,7,0,0,0.0,1.0,29490056048016.0,2005,N,10021-0104,10021.0,522376786200506,5223767862005,6,0.0,0.0,0.0,972 FIFTH AVE,3.0,200706.0,NEW YORK,1.0,CHRISTOPHER FORBES,2.0,13.0,15.0,10.0,0.0,AMERICAN FRIENDS OF THE LOUVRE INC,1.0,200212.0,,NY,rtf05PC,4.0,4.0,4.0,4.0,A,A11,51,A,IN,,AR,A,PC,S,ZA,A,,,AR,AR,5602.0,5600.0,36061.0,0.7591829999999999,1,5602.0,A11,51,A11,1246543.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,1147443.0,4,2007.0,0.0,4,2007.0,12663.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,PC,S,ZA,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A1151,A
180773,526074500,200506,2004,202965,41325,0,0,59,22906,0,0,21556,21556,265846,291126,-53659,86558,0,12930,4062,41309,57721,0,0,0,0,0,0,0,0,0,17941,0,0,,265846,265846,3556,0,0,0,0,0,0,-25280,0,64893,12242,0,0,0,0,-28379,0,0,0,0,59,0,3556,0,0,0,0,1239006,133182,40140,10762,0,0,1434105,1393965,3,7,0,0,59.0,1.0,29490189150226.0,2005,N,10014-2840,10014.0,526074500200506,5260745002005,6,59.0,561.0,40.0,154 CHRISTOPHER STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,COUNCIL OF LITERARY MAGAZINES AND PRESSES,1.0,196709.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A33,,A,IN,,AR,A,PC,O,AR,A,,A33Z,AR,AR,5602.0,5600.0,36061.0,0.62539,1,5602.0,A33,,A33,118485.0,2,2006.0,84440.0,2,2006.0,0.0,2,2006.0,-18586.0,2,2006.0,91.0,2,2006.0,-50864.0,6,2003.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,290.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,46.0,6,2003.0,0.0,6,2003.0,579.0,6,2003.0,A33,A
186770,542064462,200412,2004,616163,0,0,0,1017,108154,0,0,21145,21145,637308,608344,543053,70423,94891,584663,598058,70574,55005,0,0,0,0,0,0,0,0,0,0,0,20128,,637308,637308,0,0,0,0,0,0,0,28964,0,38166,26413,0,0,0,0,514089,0,0,0,0,1017,0,0,0,0,0,0,908870,0,0,0,0,0,911583,911583,3,7,0,0,0.0,1.0,29490365351065.0,2004,N,10007-3100,10007.0,542064462200412,5420644622004,12,0.0,0.0,0.0,195 BROADWAY 25TH FLOOR,3.0,200612.0,NEW YORK,1.0,JEREMY ADAMS EXEC DIRECTOR,1.0,13.0,15.0,10.0,0.0,CUE ART FOUNDATION,1.0,200311.0,,NY,rtf05PC,3.0,3.0,3.0,3.0,A,A40,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.9200209999999999,1,5602.0,A40,,A51,616163.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,527070.0,2,2005.0,340278.0,2,2005.0,15983.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,332656.0,4,2005.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A40,A
186824,542075292,200503,2004,296572,0,0,0,0,0,0,0,0,0,296572,7316,420247,0,0,132096,420247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,296572,296572,0,0,0,0,0,0,0,289256,-1105,0,0,0,0,0,0,132096,0,0,0,0,0,0,0,0,0,0,0,212141,0,0,0,0,0,212141,212141,3,7,0,0,0.0,1.0,29490351114155.0,2005,N,10023-3423,10023.0,542075292200503,5420752922005,3,0.0,0.0,0.0,1 W 72ND ST 75,3.0,200612.0,NEW YORK,1.0,PROSKAUER ROSE LLP,1.0,13.0,15.0,10.0,0.0,YOUNG VIC IN AMERICA,1.0,200304.0,,NY,rtf05PC,2.0,2.0,2.0,1.0,A,A90,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.37561500000000003,1,5602.0,A90,,A90,296572.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,420247.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A036E,A
