,KeyID,EIN,DocCD,TAXPER,NTEEIRS,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,LONGITUDE,LATITUDE,NAICS,VerifyBy
57508,66698,456420217,91,201212,T22,1.0,2012,N,,,3,177366,2,7488,-328397,0,0,0,0,-143541,133769,-277310,0,0,7490,816948,0,414197,10853,425050,1,824206,7194,7194,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,7490,7490,133769,8500,0,8500,0,45188,0,0,824206,0,816948,0,0,0,0,0,0,0,0,0,0,146071,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,456420217201212,4564202172012,NCCS_Form990PF_2012_Extract,0,0,10107.0,DEBORAH REMINGTON CHARITABLE TR FOR THE VISUAL ARTS,,C/OLISSNER LISSNER 250 W 57TH ST,NEW YORK CITY,NY,10107-0000,0.0,3.0,1.0,201209.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,CRAIG REMINGTON TTEE,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8387100000000001,A,A40,A,36061.0,5602.0,5600.0,,,710000.0,
59618,69076,510243710,91,201212,A31,1.0,2012,N,,,3,300,0,0,0,0,40,0,0,340,263,0,263,0,0,105,0,0,0,0,0,105,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,263,0,263,0,0,105,0,0,105,0,105,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,510243710201212,5102437102012,NCCS_Form990PF_2012_Extract,0,0,10014.0,REALIZATIONS PRODUCTIONS INC,PORTZ,338 W 11TH ST APT 5D,NEW YORK,NY,10014-2377,0.0,3.0,2.0,197504.0,1.0,4.0,88.0,90.0,0.0,1.0,1.0,12.0,,,,,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.31506999999999996,B,A31,A,36061.0,5602.0,5600.0,-74.007857486,40.7360786,512110.0,
61086,70700,522140826,91,201209,A99,1.0,2011,N,,,3,38122,4,0,0,0,1352,0,0,39478,38178,1300,36570,4,4,4797,0,0,0,0,1,4797,0,364,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4,1356,38178,0,36570,0,1352,4797,0,0,4797,0,4797,0,0,0,0,0,0,0,0,0,0,7387,0,4,4,6,8,22,36570,28113,28579,28322,121584,4797,3499,4684,1894,14874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,641,1822,784,4599,0,0,0,0,0,2012,522140826201209,5221408262012,NCCS_Form990PF_2012_Extract,0,0,10128.0,NOON INC,DIANE WILLIAMS,1324 LEXINGTON AVENUE PMB 298,NEW YORK,NY,10128-1145,0.0,3.0,2.0,199906.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,,,,,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.61703,B,A99,A,36061.0,5602.0,5600.0,-73.954562056,40.780968556,710000.0,
61448,71099,522457073,91,201212,A23,1.0,2012,Y,,,3,15243,0,0,0,0,192,0,0,15435,17064,-1629,0,0,0,1108,0,0,0,0,1,1108,0,148,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,192,17064,9976,0,9976,192,1108,0,0,1108,0,1108,0,0,0,0,0,0,0,0,0,0,3000,0,1,0,0,148,148,0,23837,37550,21279,82666,1,0,0,0,1,0,0,0,0,0,99,99,99,99,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,522457073201212,5224570732012,NCCS_Form990PF_2012_Extract,0,0,10022.0,BRAZILIAN ENDOWMENT FOR THE ARTS,,240 E 52ND ST APT 1R,NYC,NY,10022-6210,0.0,3.0,1.0,200809.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.20257999999999998,B,A1261,A,36061.0,5602.0,5600.0,-73.9679,40.7582,813219.0,
62726,72618,542080333,91,201212,B60,1.0,2012,N,,,3,59500,1,0,0,0,0,0,0,59501,36484,23017,35977,0,0,35905,0,0,0,0,1,35905,0,1049,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,36484,507,35977,507,0,35905,0,0,35905,0,35905,0,0,0,0,0,0,0,0,0,0,21305,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,542080333201212,5420803332012,NCCS_Form990PF_2012_Extract,0,0,11234.0,LILYAN WILDER CENTER FOR COMMUNICATION EXCELLENCE INC,EVA ROSENSTEIN,C/O EVA ROSENSTEIN 1247 E 70TH ST,BROOKLYN,NY,11234-0000,0.0,3.0,2.0,201204.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.16018,A,A30,A,36047.0,5602.0,5600.0,,,510000.0,
63387,73466,550807934,91,201212,T20,1.0,2012,N,,,3,3900,4416,22455,5274,0,992,0,66176,37037,66896,-29859,66176,31925,26151,966084,0,0,0,0,1,1006342,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,32145,26871,720,220,0,220,720,897,0,846111,1006342,0,966084,639,0,0,58,0,0,0,9,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,550807934201212,5508079342012,NCCS_Form990PF_2012_Extract,590,0,11365.0,JOAN N BLUESTONE FOUNDATION INC,JOAN N BLUESTONE,PO BOX 650374,FRESH MEADOWS,NY,11365-0374,0.0,3.0,1.0,200303.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24097,A,A68,A,36081.0,5602.0,5600.0,-73.79460667,40.73988848,711130.0,
63413,73496,550841750,91,201212,A40,1.0,2012,N,,,3,30000,6,0,0,0,0,0,10500,30006,13777,16229,10690,6,0,29375,0,0,0,0,0,29375,0,1065,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6,0,3277,0,190,0,0,29375,0,0,29375,0,29375,0,0,0,0,0,0,0,0,0,0,21624,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,550841750201212,5508417502012,NCCS_Form990PF_2012_Extract,0,0,10010.0,BRIGITTE AND WILLIAM CROVELLO FOUNDATION INC,BRIGITTE CROVELLO,29 E 22ND ST,NEW YORK,NY,10010-5303,0.0,3.0,1.0,200402.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.07317,B,A40,A,36061.0,5602.0,5600.0,-73.988934757,40.740567543000004,710000.0,
63457,73544,550913956,91,201212,O20,1.0,2012,Y,,,3,0,0,0,0,0,0,0,0,55000,54738,262,28667,0,55000,4000,0,0,0,0,1,4000,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55000,0,0,55000,54738,0,28667,0,0,3345,0,0,4000,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,550913956201212,5509139562012,NCCS_Form990PF_2012_Extract,0,0,11356.0,COLLEGE POINT ARTS CENTER,CPAC,1448 COLG POINT BLVD,COLLEGE POINT,NY,11356-1749,0.0,3.0,1.0,200709.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.25953000000000004,B,A20,A,36081.0,5602.0,5600.0,-73.8412,40.7847,710000.0,
65218,75575,576215647,91,201212,A20,1.0,2012,Y,,,3,0,2,3238,46917,0,5389,23750,122800,55546,336717,-281171,336265,14814,8312,63773,5116,50000,0,55116,0,909040,0,5332,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,15131,8629,213917,317,213465,317,317,0,0,0,909040,0,63773,296,0,0,883,0,0,0,0,587,296,108264,0,5332,712,9367,12434,27845,336265,2871391,1480973,385496,5074125,1,0,0,0,1,0,0,0,0,0,3555,475,10545,13073,27648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,576215647201212,5762156472012,NCCS_Form990PF_2012_Extract,-587,587,10020.0,EMILIO SANCHEZ FOUNDATION,,10 ROCKEFELLER PLZ STE 919,NEW YORK,NY,10020-1903,0.0,3.0,2.0,200504.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,12.0,STAPPER ERIC TTEE,,,,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.68281,B,A20,A,36061.0,5602.0,5600.0,-73.97923399999999,40.758208,710000.0,
71802,83039,680463844,91,201212,T20,1.0,2012,N,,,3,0,0,13578,9931,0,552,0,32534,24061,38559,-14498,35094,21196,0,638461,154392,461279,0,615671,0,680635,31035,33807,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,24061,0,6025,2865,2560,2865,0,90,0,0,680635,0,638461,212,0,0,663,0,0,0,0,451,212,686429,33595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,680463844201212,6804638442012,NCCS_Form990PF_2012_Extract,-451,451,10111.0,SFT ENDOWMENT FOR TECHNOLOGY EDUCATION & THE ARTS,BESSEMER TRUST,630 FIFTH AVE,NEW YORK,NY,10111-0100,0.0,3.0,1.0,200110.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04185,A,A25,A,36061.0,5602.0,5600.0,-73.977222367,40.7588966,611610.0,
72685,84029,721520848,91,201212,A65,1.0,2012,N,,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,545,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,721520848201212,7215208482012,NCCS_Form990PF_2012_Extract,0,0,11238.0,COMMUNITY THEATRE INTERNATIONALE,KATHERINE GARDNER,375 LINCOLN PL APT 1C,BROOKLYN,NY,11238-5709,0.0,3.0,1.0,200207.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26148000000000005,A,A65,A,36047.0,5602.0,5600.0,-73.963625278,40.672721722,711110.0,
74402,85904,743105711,91,201212,A60,1.0,2012,Y,,,3,341500,0,0,0,0,12500,42000,0,354000,340559,13441,340559,0,0,17036,0,0,0,0,23369,0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,340559,0,340559,0,0,15819,0,0,1,0,-6333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,340559,512992,297558,210434,1361543,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,743105711201212,7431057112012,NCCS_Form990PF_2012_Extract,0,0,10023.0,TONALMOTION INC,MICHAEL SCHUMACHER,PO BOX 231397,NEW YORK,NY,10023-0000,0.0,3.0,2.0,200409.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.72695,B,A60,A,36061.0,5602.0,5600.0,-73.97993813,40.77450165,711100.0,
74414,85918,743150964,91,201212,B40,1.0,2012,N,,,3,162147,93,0,0,0,16094,77000,0,178334,191556,-13222,191014,93,16187,8315,0,0,0,0,1536,7531,0,0,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,93,16187,191556,0,191014,0,0,1682,0,0,7531,0,6779,1,0,0,0,0,0,0,0,0,1,51162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,743150964201212,7431509642012,NCCS_Form990PF_2012_Extract,1,0,10017.0,GERMAN UNIVERSITY ALLIANCE INC,ANDREA ADAM MOORE,871 UNITED NATIONS PLAZA,NEW YORK,NY,10017-1845,0.0,3.0,1.0,200701.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.60448,A,A23,A,36061.0,5602.0,5600.0,-73.9728,40.7519,710000.0,
75866,87511,753121175,91,201112,A80,1.0,2011,N,,,3,49385,21,0,0,0,2780,0,0,52186,68177,-15991,68177,21,2801,205822,0,0,0,0,0,205822,0,10531,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,21,2801,68177,0,68177,0,0,5822,0,200000,205822,0,205822,0,0,0,0,0,0,0,0,0,0,213817,10531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,753121175201112,7531211752011,NCCS_Form990PF_2012_Extract,0,0,10013.0,LILAC PRESERVATION PROJECT,GERALD WEINSTEIN,80 WHITE ST,NEW YORK,NY,10013-3527,0.0,1.0,1.0,200310.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,12.0,,,,,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9656600000000001,A,A82,A,36061.0,5602.0,5600.0,-74.0022854,40.71815643,,
78887,90844,830366726,91,201212,A40,1.0,2012,N,,,3,74294,0,0,0,119615,172416,0,0,366325,360743,5582,360743,0,0,47092,0,0,0,0,1,0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,36073,0,119615,360743,0,360743,0,360743,8141,0,0,1,0,47092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360743,258627,288301,235051,1142722,0,0,0,26711,26711,0,0,0,26711,26711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,830366726201212,8303667262012,NCCS_Form990PF_2012_Extract,0,0,10001.0,CONJURING ARTS RESEARCH CENTER,,11 W 30TH ST APT 5F,NEW YORK,NY,10001-4400,0.0,3.0,1.0,200312.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,12.0,,,,,,A056,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.21129,B,A0561,A,36061.0,5602.0,5600.0,-73.987148422,40.746480064,541720.0,
81416,93661,900446418,91,201212,T20,1.0,2012,N,,,3,0,5,0,0,0,0,0,425,5,709,-704,425,5,0,7965,0,0,0,0,1,7965,400,411,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5,0,284,0,0,0,0,0,0,0,7965,0,7965,0,0,0,0,0,0,0,0,0,0,8346,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,900446418201212,9004464182012,NCCS_Form990PF_2012_Extract,0,0,10021.0,THE GUND ART FOUNDATION,AGNES GUND,765 PARK AVE,NEW YORK,NY,10021-4254,0.0,3.0,1.0,200906.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.98277,B,A12,A,36061.0,5602.0,5600.0,-73.963826,40.771365,813219.0,
81445,93697,900618933,91,201212,A60,1.0,2012,Y,,,3,89932,0,61,0,0,84203,18000,0,174196,32738,141458,2469,60116,60116,169665,0,0,0,0,152,169665,0,3598,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,84264,84264,32738,24148,2469,24148,24148,140929,0,0,169665,0,169513,1202,0,0,0,0,0,0,22,0,1202,73060,0,3598,0,0,0,3598,2469,17545,0,0,20014,169665,28055,0,0,197720,169665,28055,0,0,197720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,900618933201212,9006189332012,NCCS_Form990PF_2012_Extract,1224,0,10128.0,GLEN TETLEY LEGACY,CHRISTINE DOBUSH,215 E 95TH ST APT 17F,NEW YORK,NY,10128-0000,0.0,3.0,1.0,201109.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.87416,B,A60,A,36061.0,5602.0,5600.0,-73.9506774,40.7826039,711100.0,
85700,98358,954124438,91,201212,,1.0,2012,Y,,,3,1168302,14,2609,-173,25706,0,0,0,1196458,1265499,-69041,1264884,2483,28329,328810,0,0,0,0,4319,328034,0,0,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,13317,2623,28329,1265499,140,1264884,140,0,105652,0,86292,328034,0,324491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1264884,802993,687008,823645,3578530,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1156508,803966,739065,766823,3466362,0,0,0,0,0,2450,2648,246,473,5817,2012,954124438201212,9541244382012,NCCS_Form990PF_2012_Extract,0,0,10001.0,ART RESOURCES TRANSFER INC,,526 W 26TH ST RM 614,NEW YORK,NY,10001-5522,0.0,3.0,1.0,198801.0,1.0,2.0,120.0,91.0,119.0,1.0,1.0,12.0,,,,,,A90,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7957,A,A90,A,36061.0,5602.0,5600.0,-74.003613,40.750094,813219.0,
87361,100194,980590515,91,201206,A20,1.0,2011,N,,,3,2616935,24698,343474,304046,0,61189,304989,122000,3493767,2323631,1170136,1872452,572786,0,34911487,22487065,3066503,0,25553568,787,34911487,0,1466042,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,143425,0,572786,0,2201631,0,1750452,0,0,0,0,4115229,34911487,0,34910700,22911,0,0,17245,0,0,0,0,0,22911,29767340,1555044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,980590515201206,9805905152012,NCCS_Form990PF_2012_Extract,5666,0,10020.0,BORIS LURIE ART FOUNDATION,FOUNDATION SOURCE,1251 AVE OF THE AMERICAS,NEW YORK,NY,10020-1104,0.0,3.0,2.0,200905.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,6.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.5273399999999999,B,A12,A,36061.0,5602.0,5600.0,,,813219.0,
87364,100199,986000319,91,201208,T20,1.0,2011,N,,,3,0,16,474064,554356,0,0,0,472000,1028436,921363,107073,649959,924117,0,19486492,704886,14939839,1538504,17183229,236673,19486492,296724,928892,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,1028436,0,449363,104319,290959,104319,0,214364,0,1108541,19486492,0,19249819,18482,0,0,23717,0,0,0,0,5235,18482,18860756,910410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,986000319201208,9860003192012,NCCS_Form990PF_2012_Extract,-5235,5235,10003.0,FOUNDATION FOR ARTS INITIATIVES,,770 BROADWAY FL 2,NEW YORK,NY,10003-9557,0.0,3.0,1.0,196402.0,1.0,4.0,349.0,59.0,119.0,1.0,1.0,8.0,,,,,,A25,A,PF,O,AR,A,A,OUT,I,1,AR,AR,AR,0.20397,B,A25,A,36061.0,5602.0,5600.0,-73.9891,40.7316,611610.0,
87984,0,113027025,91,201112,A23Z,1.0,2011,N,1.0,1.0,3,0,1,0,-1894,0,0,0,614,-1893,1544,-3437,1064,0,1,2366,0,0,0,0,0,2366,0,148,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,930,480,450,480,0,2366,0,0,2366,0,2366,0,0,0,0,0,0,0,0,0,0,3014,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,113027025201112,1130270252011,core2011pf,0,0,10021.0,SJMS HUMANITIES ARTS AND SCIENCES CHARITY INC,MELVIN ROSEN,340 E 74TH ST,NEW YORK,NY,10021-3737,0.0,3.0,1.0,199108.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,12.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26388,A,A70,A,36061.0,5602.0,5600.0,-73.956630637,40.7698346,710000.0,
88028,0,113490626,91,201112,Q21,1.0,2011,N,1.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4035,0,0,0,0,4000,4035,0,198,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,0,0,0,0,0,4035,0,0,4035,0,35,0,0,0,0,0,0,0,0,0,0,4034,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,113490626201112,1134906262011,core2011pf,0,0,10025.0,A@RAZVIN TRUST FOR RUSSIAN AMERICAN UNDERSTANDING,BOLIN,417 RIVERSIDE DR APT 8A2,NEW YORK,NY,10025-8085,0.0,3.0,1.0,199909.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.96078,A,A23,A,36061.0,5602.0,5600.0,,,710000.0,
88088,0,133002233,91,201206,,1.0,2011,N,3.0,1.0,3,1000,0,0,0,0,0,0,850,1000,1090,-90,850,0,0,95766,0,0,4266,4266,10000,49436,0,127,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,240,0,0,0,0,116,0,0,49436,0,85766,0,0,0,0,0,0,0,0,0,0,2579,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133002233201206,1330022332012,core2011pf,0,0,10003.0,STEDAWILL ART FOUNDATION INC,L WOLLIN,89 FIFTH ACE STE 400,NEW YORK,NY,10003-0000,0.0,3.0,1.0,197911.0,1.0,4.0,60.0,0.0,0.0,1.0,1.0,6.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.28241,B,A12,A,36061.0,5602.0,5600.0,-73.96898,40.749376,813219.0,
88101,0,133171936,91,201205,,1.0,2011,Y,5.0,4.0,3,255000,0,33148,0,0,0,0,278350,288148,279321,8827,278786,33083,33148,600511,0,485189,0,485189,0,955250,0,43896,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,33148,33148,971,65,436,65,0,109322,0,0,955250,0,600511,662,0,0,1200,0,0,0,0,538,662,891290,0,33148,33136,35329,36945,138558,278786,29366,316490,858189,1482831,955250,827329,666431,768266,3217276,955250,827329,666431,768266,3217276,29264,24552,23553,36733,114102,0,0,0,0,0,0,0,0,0,0,33148,33136,41411,36635,144330,2012,133171936201205,1331719362012,core2011pf,-538,538,10065.0,HERRICK THEATRE FOUNDATION INC,,605 PARK AVE APT 7A,NEW YORK,NY,10065-7055,0.0,3.0,2.0,198310.0,1.0,3.0,90.0,994.0,0.0,1.0,1.0,5.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.35249,B,A65,A,36061.0,5602.0,5600.0,-73.967504889,40.766275278,711110.0,
88116,0,133298768,91,201112,A31Z,12.0,2011,N,1.0,1.0,3,0,0,0,0,0,0,0,0,1,81,-81,0,0,0,1298,0,0,0,0,1,798,0,39,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,81,0,0,0,0,548,0,0,798,0,1298,0,0,0,0,0,0,0,0,0,0,798,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133298768201112,1332987682011,core2011pf,0,0,11372.0,LABORATORY FOR ICONS & IDIOM INC,S SCHULBERG,C/O S SCHULBERG 7811 35TH AV,JACKSON HTS,NY,11372-0000,0.0,3.0,1.0,198706.0,1.0,4.0,90.0,91.0,0.0,5.0,1.0,12.0,,,,,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.46238,A,A31,A,36081.0,5602.0,5600.0,-74.0083061,40.72110277,512110.0,
