,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,fincheckv,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,Verifyby,NAICS,epostcard
99918,237129564,9,200906,2008,A120,7557905,0,4220562,4837416,169544,0,0,0,0,0,12617299,10202937,4458572,387228,0,7373811,5065722,630080,607150,0,0,0,0,0,0,0,0,13500,614916,0,40872,,7766383,7766383,0,-616854,0,0,0,13500,0,-2436554,0,1326280,125329,0,0,0,0,6743731,0,0,0,0,0,169544,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,7,1,201029,29493184055160,93,1,2009,8,Y,1,N,1,0,2008,11201-8352,11201.0,IN,,237129564200906,2371295642009,6,119.0,0.0,0.0,20 JAY ST STE 740,3.0,0.0,BROOKLYN,1.0,,1.0,1.0,15.0,10.0,0.0,NEW YORK FOUNDATION FOR THE ARTS INC,1.0,199407.0,,NY,rtf09pc,,5.0,5.0,,,A1261,A,29,M,2007,36047.0,5600.0,5600.0,A126,A,PC,S,ZB,A,A,1,AR,AR,AR,0.26421999999999995,A,5960252.0,1,2008.0,0.0,1,2008.0,0.0,1,2008.0,209850.0,4,2007.0,0.0,1,2008.0,0.0,1,2008.0,3525904.0,1,2008.0,1168.0,1,2008.0,45479.0,1,2008.0,145400.0,1,2008.0,852229.0,4,2007.0,3396391.0,4,2007.0,1597581.0,1,2008.0,763019.0,1,2008.0,8934873.0,1,2008.0,,813219.0,
99994,237132218,9,200912,2009,,30092,0,0,0,21,0,0,0,0,0,30113,19447,67378,0,0,56712,67378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30113,30113,0,0,0,0,0,0,0,10666,0,0,0,0,0,0,0,56712,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,90,N,3,1,201042,29492212120120,92,1,2009,3,Y,1,N,1,0,2009,11432-0000,11432.0,IN,,237132218200912,2371322182009,12,90.0,92.0,0.0,176-04 80TH RD,3.0,0.0,JAMAICA,2.0,,1.0,1.0,16.0,10.0,0.0,TAMIL SANGAM NEW YORK INC,1.0,197809.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A60,A,0,L,0,36081.0,5600.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.59937,C,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711100.0,
100023,237133200,10,201006,2009,A200,4000,0,0,0,0,0,0,0,0,0,139463,124598,83599,0,0,99674,112739,30940,29140,0,0,0,0,0,0,0,0,0,135463,0,0,,139463,139463,0,0,0,0,0,0,0,14865,0,0,0,0,0,0,0,68734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,4,1,201047,93492319024400,92,1,2010,4,Y,1,N,1,0,2009,10001-7336,10001.0,IN,,237133200201006,2371332002010,6,119.0,0.0,0.0,252 7TH AVE APT 7W,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,SOUNDSCAPE PRESENTS INC,1.0,197201.0,,NY,rtf09pc,,2.0,2.0,2.0,2.0,A20,A,0,L,0,36061.0,5600.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.25411999999999996,A,4000.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,83599.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,18249.0,6,2003.0,96395.0,4,2006.0,85224.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,48314.0,4,2006.0,76216.0,4,2006.0,,710000.0,
100261,237146941,9,200909,2008,A31Z,123570,0,0,0,4200,0,0,0,0,0,1019361,987051,907873,81566,0,1002686,1014786,126055,106913,0,0,0,0,0,0,0,0,0,890760,0,831,,1018293,1018293,0,0,0,1068,-1068,0,0,31242,0,237023,25219,0,0,0,0,876631,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,995,N,6,1,201016,29493086001100,93,1,2009,6,Y,1,N,1,0,2008,10011-1119,10011.0,IN,,237146941200909,2371469412009,9,995.0,602.0,0.0,535 WEST 22ND ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,16.0,10.0,0.0,ELECTRONIC ARTS INTERMIX INC,1.0,197201.0,,NY,rtf09pc,,4.0,4.0,4.0,3.0,A31,A,6,M,2007,36061.0,5600.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.38461999999999996,A,1689.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,869412.0,4,2007.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,655034.0,6,2003.0,65427.0,4,2007.0,64647.0,3,2007.0,0.0,4,2007.0,38346.0,4,2007.0,121881.0,4,2007.0,175311.0,4,2007.0,790061.0,4,2007.0,,512110.0,
100336,237150345,9,200906,2008,A650,786429,0,0,0,5041,0,0,0,0,0,951209,1039720,1027684,0,0,1777067,1588937,626794,561253,0,0,0,0,0,0,0,0,34078,92255,30477,2929,,917131,917131,0,0,0,0,0,64555,0,-122589,0,0,0,0,0,0,0,1150273,0,0,0,0,0,5041,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,88,N,6,1,201031,29492205000150,92,1,2009,5,Y,1,N,1,0,2008,10019-5012,10019.0,IN,,237150345200906,2371503452009,6,88.0,90.0,0.0,549 W 52ND ST,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,ENSEMBLE STUDIO THEATRE INC,1.0,197204.0,,NY,rtf09pc,,4.0,3.0,3.0,4.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.061220000000000004,A,771323.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,108426.0,4,2007.0,0.0,6,2003.0,32131.0,6,2003.0,0.0,6,2003.0,53086.0,6,2003.0,344840.0,4,2007.0,385670.0,3,2007.0,0.0,4,2007.0,260124956.0,6,2003.0,15106.0,4,2007.0,372868.0,4,2007.0,598835.0,4,2007.0,,711110.0,
100543,237156720,9,200906,2008,A500,6585099,0,443106,1271971,155147,0,0,0,0,0,7704804,4514074,10043521,693846,0,8465922,10422716,132729,379195,0,0,0,0,0,0,0,0,262597,221269,23100,14486,,6170236,6170236,0,-828865,0,0,0,285697,0,1656162,0,1709068,165732,0,0,0,0,8333193,0,0,0,0,0,155147,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,8,1,201023,29493135009150,93,1,2009,7,Y,1,N,1,0,2008,10029-4401,10029.0,IN,,237156720200906,2371567202009,6,59.0,602.0,0.0,1230 5TH AVE,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,AMIGOS DEL MUSEO DEL BARRIO,1.0,197208.0,,NY,rtf09pc,,,5.0,5.0,4.0,A53,A,57,M,2007,36061.0,5600.0,5600.0,A53,A,PC,O,AR,A,A,1,AR,AR,AR,0.9396100000000001,A,5391918.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,4949633.0,4,2007.0,0.0,6,2003.0,0.0,6,2003.0,2162905.0,6,2003.0,307930.0,6,2003.0,891469.0,4,2007.0,724102.0,3,2007.0,1350405.0,4,2007.0,3743324.0,4,2007.0,1193181.0,4,2007.0,547541.0,4,2007.0,3615817.0,4,2007.0,,,
100595,237158715,9,200907,2008,A65Z,21600,0,0,0,0,0,0,0,0,0,66560,67037,-1443,0,0,25455,14688,26422,16132,0,0,0,0,0,0,0,0,0,44960,0,0,,66560,66560,0,0,0,0,0,0,0,-477,0,0,0,0,0,0,0,-966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,2,1,201023,29492030011320,92,1,2009,3,Y,1,N,1,0,2008,10019-5012,10019.0,IN,,237158715200907,2371587152009,7,119.0,88.0,0.0,549 W 52ND ST,3.0,0.0,NEW YORK,1.0,BARBARA VANN,1.0,1.0,16.0,10.0,0.0,MEDICINE SHOW THEATRE ENSEMBLE INC,1.0,197212.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.27263000000000004,A,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,4668.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,,711110.0,
100771,237164776,9,200912,2009,,56691,0,0,0,92299,0,0,282,0,0,149272,169404,1724286,32593,0,1746657,1729682,2239,5396,0,0,0,0,0,0,0,0,0,0,0,0,,149272,149272,0,0,0,0,0,0,282,-20132,0,18766,4335,0,0,0,0,1744418,0,0,0,0,0,92299,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201026,29493170059000,93,1,2009,4,Y,1,N,1,0,2009,10003-5778,10003.0,IN,,237164776200912,2371647762009,12,59.0,0.0,0.0,180 SECOND AVE,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,JOZEF PILSUDSKI INSTITUTE OF AMERIC A FOR RESEARCH IN THE MODERN HISTO,1.0,195003.0,,NY,rtf09pc,,4.0,2.0,2.0,2.0,A0580,A,1,M,2006,36061.0,5600.0,5600.0,A058,A,PC,O,AR,A,A,1,AR,AR,AR,0.13768,B,0.0,4,2006.0,259.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,6,2003.0,3757.0,6,2003.0,0.0,6,2003.0,59610.0,6,2003.0,1021248.0,4,2006.0,1031271.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,63129.0,4,2006.0,103602.0,4,2006.0,,541720.0,
100895,237168859,8,200812,2008,A230,12690,0,0,0,5,0,0,0,0,0,194316,210663,586667,0,0,905799,860739,302785,274072,0,0,0,0,0,0,0,0,0,173405,0,56,,194316,194316,0,0,1800,0,1800,0,0,-16347,0,0,0,0,0,0,0,603014,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,927,N,5,1,201003,29492009118480,92,1,2008,4,Y,1,N,1,0,2008,11363-1429,11363.0,IN,,237168859200812,2371688592008,12,927.0,602.0,0.0,3903 LITTLE NECK PKWY,3.0,0.0,LITTLE NECK,1.0,,1.0,1.0,16.0,10.0,0.0,IRANIAN-ARMENIAN SOCIETY INC,1.0,195606.0,,NY,rtf09pc,,3.0,2.0,2.0,2.0,A23,A,0,L,0,36081.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.22868000000000002,B,12690.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,586667.0,4,2005.0,0.0,6,2003.0,158.0,6,2003.0,0.0,6,2003.0,14451.0,6,2003.0,846374.0,4,2005.0,890682.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,10652.0,4,2005.0,56147.0,4,2005.0,,710000.0,
100925,237169307,10,201006,2009,,26925,0,0,0,159,0,0,0,0,0,27288,35470,26041,0,0,34223,26041,0,0,0,0,0,0,0,0,0,0,0,0,0,204,,27288,27288,0,0,0,0,0,0,0,-8182,0,0,0,0,0,0,0,34223,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,3,1,201052,29492345289460,92,1,2010,3,Y,1,N,1,0,2009,10025-4918,10025.0,IN,,237169307201006,2371693072010,6,119.0,0.0,0.0,870 W END AVE,3.0,0.0,NEW YORK,2.0,NICHOLAS ROUSSAKIS,1.0,1.0,16.0,10.0,0.0,GROUP FOR CONTEMPORARY MUSIC INC,1.0,197201.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A68,A,0,L,0,36061.0,5600.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.275,A,,,,,,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,0.0,6,2003.0,0.0,6,2003.0,,711130.0,
100986,237170675,9,200907,2008,A6A0,208988,0,0,0,493,0,0,0,0,0,254762,252693,175590,0,0,63521,175590,0,0,0,0,0,0,0,0,0,0,0,45281,0,0,,254762,254762,0,0,0,0,0,0,0,2069,0,0,0,0,0,0,0,63521,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,4,1,201004,29492009577000,92,1,2009,4,Y,1,N,1,0,2008,10468-1647,10468.0,IN,,237170675200907,2371706752009,7,119.0,0.0,0.0,5 MINERVA PLACE,3.0,0.0,BRONX,2.0,,1.0,1.0,15.0,10.0,0.0,BRONX OPERA COMPANY INC,1.0,197202.0,,NY,rtf09pc,,2.0,2.0,2.0,2.0,A6A,A,0,L,0,36005.0,5600.0,5600.0,A6A,A,PC,O,AR,A,A,1,AR,AR,AR,0.6604899999999999,A,105604.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,103384.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,,711130.0,
101032,237172184,8,200812,2008,A91Z,150,0,0,0,78048,0,0,0,0,0,86131,48540,1204274,0,0,1168625,1205789,1942,1515,0,0,0,0,0,0,0,0,0,0,0,0,,86131,86131,0,0,7933,0,7933,0,0,37591,0,38623,0,0,0,0,0,1166683,0,0,0,0,0,78048,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,602,N,6,1,200926,29493157000049,93,1,2008,3,Y,1,N,1,0,2008,10013-2213,10013.0,IN,,237172184200812,2371721842008,12,602.0,119.0,0.0,498 BROOME ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,16.0,10.0,0.0,ARTISTS WELFARE FUND INC,1.0,197203.0,,NY,CORE08pc,,4.0,1.0,1.0,1.0,A90,A,1,K,0,36061.0,5600.0,5600.0,A90,A,PC,O,AR,A,A,1,AR,AR,AR,0.29031,A,150.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,1204274.0,4,2006.0,9963.0,6,2003.0,0.0,6,2003.0,1093351.0,6,2003.0,23342.0,6,2003.0,895.0,4,2006.0,867.0,3,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,17272.0,4,2006.0,30970.0,4,2006.0,,813219.0,
101146,237176396,8,200812,2008,A230,329403,0,0,0,53,0,0,0,0,0,839988,843255,1278,0,0,64536,6278,60000,5000,0,0,0,0,0,0,0,0,0,508982,0,0,,839988,839988,0,0,1550,0,1550,0,0,-3267,0,41890,4415,0,0,0,0,4536,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,999,N,1,1,200945,29493290234129,93,1,2008,5,Y,1,N,1,0,2008,11213-0192,11213.0,IN,,237176396200812,2371763962008,12,999.0,0.0,0.0,PO BOX 130192,3.0,0.0,BROOKLYN,2.0,CARLOS LEZAMA,1.0,1.0,16.0,10.0,0.0,WEST INDIAN AMERICAN DAY CARNIVAL ASSN,1.0,197211.0,,NY,CORE08pc,,1.0,3.0,3.0,3.0,A23,A,2,K,0,36047.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.1392,B,220039.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,1278.0,4,2006.0,0.0,6,2003.0,9.0,6,2003.0,0.0,6,2003.0,5983.0,6,2003.0,286.0,4,2006.0,2937.0,3,2006.0,0.0,4,2006.0,0.0,4,2006.0,109295.0,4,2006.0,56738.0,4,2006.0,769543.0,4,2006.0,,710000.0,
101234,237179839,8,200806,2007,,106500,0,0,0,0,1500,0,0,90400,90400,196900,193660,3230,0,0,13775,9335,7585,6105,0,0,0,0,0,0,0,6200,0,76500,0,0,,190700,190700,7700,0,0,0,0,0,0,-2960,0,124800,0,0,0,0,0,6190,0,0,0,0,0,0,13900,0,0,0,0,368330,0,344742,0,0,0,762382,417640,3,7,0,0,90,N,1,1,200912,93490064002019,90,1,2008,4,Y,1,N,1,0,2007,10003-8903,10003.0,IN,,237179839200806,2371798392008,6,90.0,602.0,0.0,62 E 4TH ST,3.0,0.0,NEW YORK,2.0,JERALD ORDOVER,1.0,1.0,15.0,10.0,0.0,ROD RODGERS DANCE COMPANY INC,1.0,197210.0,,NY,CORE08pc,,1.0,2.0,2.0,2.0,A62,A,3,K,0,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.54369,B,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,,,,0.0,6,1998.0,1580.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,0.0,6,1998.0,,711120.0,
101322,237181785,9,200912,2009,,2209165,0,5600944,5321996,67953,0,0,0,0,0,8504231,2816069,5529217,227525,0,6453483,6675899,1135146,1146682,0,0,0,0,0,0,0,0,311026,22471,-180876,471009,,2871209,2871209,0,278948,0,0,0,130150,0,55140,0,978576,86718,0,0,0,0,5318337,0,0,0,0,0,67953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,7,1,201038,29493247002020,93,1,2009,7,Y,1,N,1,0,2009,10004-2127,10004.0,IN,,237181785200912,2371817852009,12,59.0,0.0,0.0,1 WHITEHALL ST FL 21,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,NEW YORK LANDMARKS CONSERVANCY INC,1.0,197204.0,,NY,rtf09pc,,5.0,4.0,5.0,4.0,A82,A,15,M,2007,36061.0,5600.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.45952,B,2150215.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,2932874.0,4,2007.0,0.0,6,2003.0,56059.0,6,2003.0,5061083.0,6,2003.0,0.0,6,2003.0,89127.0,4,2007.0,86157.0,3,2007.0,1742857.0,4,2007.0,853427.0,4,2007.0,58853.0,4,2007.0,183434.0,4,2007.0,2317474.0,4,2007.0,,,
101362,237182582,8,200812,2008,A115,26602572,0,36052796,37912457,1236016,0,0,0,0,0,66457388,56848473,149388858,263188,344465,196339058,149477756,152128,88898,0,0,0,0,0,0,0,0,1016098,0,1549906,0,,27528833,27528833,0,-1859661,0,0,0,2566004,0,-29319640,0,620323,53503,0,0,0,0,196186930,0,0,0,0,0,1236016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,N,9,1,201003,29493002296130,93,1,2008,9,Y,1,N,1,0,2008,10110-0002,10110.0,IN,,237182582200812,2371825822008,12,60.0,602.0,0.0,500 5TH AVE 25TH FL,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,AMERICAN FRIENDS OF THE ISRAEL MUSEUM,1.0,197205.0,,NY,rtf09pc,,6.0,,,,A1150,A,9,X,2008,36061.0,5600.0,5600.0,A115,A,PC,S,ZA,A,A,1,AR,AR,AR,0.23393000000000003,A,26602572.0,9,2008.0,0.0,9,2008.0,0.0,9,2008.0,101011322.0,9,2008.0,0.0,9,2008.0,86883307.0,9,2008.0,41746397.0,9,2008.0,500.0,9,2008.0,31201.0,9,2008.0,11918.0,8,2007.0,46570223.0,9,2008.0,1807313.0,9,2008.0,0.0,9,2008.0,676093.0,9,2008.0,54710124.0,9,2008.0,,813219.0,
101384,237183563,9,200912,2009,A116,3550166,0,500000,514561,225331,0,0,0,0,0,4472562,4138540,18665147,375071,48888,17781472,19016658,309724,351511,0,0,0,0,0,0,0,0,525309,0,-328244,0,,3432692,3432692,0,-14561,0,0,0,197065,0,-705848,0,267089,0,0,0,0,0,17471748,0,0,0,0,0,225331,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,149,N,8,1,201047,93493314026940,93,1,2009,6,Y,1,N,1,0,2009,10168-4595,10168.0,IN,,237183563200912,2371835632009,12,149.0,0.0,0.0,122 E 42ND ST RM 4507,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,AMERICAN FRIENDS OF THE ISRAEL PHILHARMONIC ORCHESTRA INC,1.0,197208.0,,NY,rtf09pc,,,4.0,4.0,4.0,A1160,A,8,M,2007,36061.0,5600.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.67504,A,3550166.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0,17357126.0,4,2007.0,113416.0,1,2007.0,222.0,1,2007.0,12382247.0,1,2007.0,0.0,1,2007.0,2338452.0,1,2007.0,2420609.0,1,2007.0,0.0,4,2007.0,1307942.0,4,2007.0,0.0,1,2007.0,319038.0,1,2007.0,2708552.0,1,2007.0,,813219.0,
101433,237185843,9,200908,2008,,98404,0,0,0,0,0,0,0,0,0,212404,214353,-6137,0,0,9622,22008,13810,28145,0,0,0,0,0,0,0,0,0,113993,0,7,,212404,212404,0,0,0,0,0,0,0,-1949,0,0,0,0,0,0,0,-4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,89,N,2,1,201026,29492163323120,92,1,2009,4,Y,1,N,1,0,2008,10024-1221,10024.0,IN,,237185843200908,2371858432009,8,89.0,119.0,0.0,215 W 90TH ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,DACAPO CHAMBER PLAYERS INC,1.0,197208.0,,NY,rtf09pc,,1.0,2.0,2.0,2.0,A6C,A,0,L,0,36061.0,5600.0,5600.0,A6C,A,PC,O,AR,A,A,1,AR,AR,AR,0.36787,B,83876.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,6,2003.0,9519.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,14436.0,4,2006.0,28186.0,4,2006.0,185993.0,4,2006.0,,711130.0,
101443,237186077,8,200812,2008,A540,111178,0,645455,827230,97353,0,0,0,0,0,988043,313894,2154179,75000,39900,3041284,2173632,9254,19453,0,0,0,0,0,0,0,0,0,134057,0,0,,160813,160813,0,-181775,0,0,0,0,0,-153081,0,70552,10580,0,0,0,0,3032030,0,0,0,0,0,97353,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,62,N,6,1,201003,29493353094139,93,1,2008,5,Y,1,N,1,0,2008,10003-7003,10003.0,IN,,237186077200812,2371860772008,12,62.0,0.0,0.0,29 E 4TH ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,OLD MERCHANTS HOUSE OF NEW YORK INC,1.0,197302.0,,NY,rtf09pc,,4.0,2.0,3.0,2.0,A54,A,3,D,2007,36061.0,5600.0,5600.0,A54,A,PC,O,AR,A,A,1,AR,AR,AR,0.81989,A,111178.0,3,2007.0,0.0,3,2007.0,0.0,3,2007.0,2154179.0,3,2007.0,0.0,6,2003.0,0.0,6,2003.0,1920016.0,6,2003.0,37576.0,6,2003.0,94844.0,3,2007.0,132722.0,8,2007.0,0.0,3,2007.0,0.0,3,2007.0,0.0,3,2007.0,39946.0,3,2007.0,227581.0,3,2007.0,,712110.0,
101562,237193312,9,200912,2009,,151398,0,50000,36881,15043,0,0,0,0,0,218624,470789,1908715,0,0,2151197,1908715,219,0,0,0,0,0,0,0,0,0,0,0,0,0,,181743,181743,0,13119,2183,0,2183,0,0,-289046,0,0,0,0,0,0,0,2150978,0,0,0,0,0,15043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201026,93493172008010,93,1,2009,4,Y,1,N,1,0,2009,10025-7313,10025.0,IN,,237193312200912,2371933122009,12,59.0,119.0,0.0,670 WEST END AVENUE,3.0,0.0,NEW YORK,1.0,BLUM GERSON & WOOD,1.0,1.0,15.0,10.0,0.0,THE COUNCIL FOR CANADIAN AMERICAN RELATIONS INC,1.0,197206.0,,NY,rtf09pc,,4.0,2.0,2.0,2.0,A26,A,0,L,0,36061.0,5600.0,5600.0,A26,A,PC,O,AR,A,A,1,AR,AR,AR,0.61617,B,151398.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,1908715.0,4,2005.0,0.0,6,2003.0,962930.0,6,2003.0,898677.0,6,2003.0,10738.0,6,2003.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,52557.0,4,2005.0,418127.0,4,2005.0,,710000.0,
