,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,ntmaj12,nteeConf,TOTREV,PROGREV,RENTEXP,OTHINC,SPEVTG,FUNDINC,v_errorCd,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
15240,136146854,5483850,524043,0,0,0,729672,0,0,774772,774772,6782665,4686931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A53Z,,0.0,5.0,4.0,JEWISH MUSEUM,JOSEPH RORECH,1109 FIFTH AVE,NEW YORK,NY,10128-0118,0.0,3.0,3.0,2370.0,195806.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,29.0,60.0,B9710,,1.0,1,0,0.0,0,36061.0,,A50Z,A50,,PC,O,AR,A,IN,,1988,A,A50Z,0.9914780000000001,10128.0,10128.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,6782665,774772,0,0,0,0,,1989,A50,198906,NY,10128.0,NEW YORK,,,PC,O,AR,A,IN,,A53,A
15244,136149966,534751,0,110085,101809,15661,21823,0,0,227282,125473,762033,272164,486810,0,0,203625,496689,16594,9879,0,0,0,0,0,0,0,0,0,0,0,,A30C,,2.0,3.0,2.0,INTERNATIONAL RADIO AND TELEVISION SOCIETY FOUNDATION INC,,420 LEXINGTON AVE,NEW YORK,NY,10170-0002,0.0,3.0,3.0,2000.0,196409.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A30C,A03,3.0,PC,O,AR,A,IN,,1989,A,A30C,0.673714,10170.0,10170.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,660224,101536,0,0,0,0,,1989,A03,198912,NY,10170.0,NEW YORK,,,PC,O,AR,A,IN,,A0330,A
15248,136153378,461855,15114,0,0,8160,0,14445,14744,96174,81729,573143,480910,322433,59333,0,301399,365289,30720,42856,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,2.0,3.0,2.0,BRONX COUNTY HISTORICAL SOCIETY,,3309 BAINBRIDGE AVE,BRONX,NY,10467-2801,0.0,3.0,3.0,2000.0,196604.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,62.0,0.0,B9710,,1.0,1,0,0.0,0,36005.0,,A82Z,A80,,PC,O,AR,A,IN,,1988,A,A82Z,0.774077,10467.0,10467.0,5602.0,5600.0,A,1,AR,AR,36005.0,AR,N,558698,58825,0,0,0,0,,1989,A80,198906,NY,10467.0,BRONX,,,PC,O,AR,A,IN,,A82,A
15270,136160130,719369,0,0,0,91441,0,0,0,1641889,1641889,2361258,2271556,819819,190245,0,1802295,2005533,1073631,1185714,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,4.0,4.0,4.0,THEATRE COMMUNICATIONS GROUP INC,% AUTOMATIC DATA PROCESSING,355 LEXINGTON AVE,NEW YORK,NY,10017-6603,0.0,3.0,3.0,1000.0,0.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,0.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.012972799999999998,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,2361258,1550448,0,0,0,0,,1989,A03,198906,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A0365,A
15281,136160884,45978,22365,0,0,6346,420,10,0,188373,188363,256716,192711,111667,0,0,89762,180165,19677,68498,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,2.0,2.0,BLUE HILL TROUPE LTD,% W RUTHERFORD JR ESQ WHITE,1155 AVE OF THE AMERICAS,NEW YORK,NY,10036-2711,0.0,3.0,3.0,1000.0,195302.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,602.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.454834,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,256706,182017,0,0,0,0,,1990,A99,199006,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A99,A
15284,136160906,402308,0,0,0,0,0,0,0,376789,376789,779097,782645,-3403,64006,0,31828,28383,31683,31786,0,0,0,0,0,0,0,0,0,0,0,,A69Z,,1.0,3.0,3.0,CITY SYMPHONY ORCHESTRA OF NEW YORK,% ADAMS & BECHER,481 EIGHTH AVE,NEW YORK,NY,10001-1820,0.0,3.0,3.0,2000.0,194404.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,59.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1988,A,A69Z,0.222875,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,779097,376789,0,0,0,0,,1989,A69,198907,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A
15288,136160961,222110,0,0,0,10000,60246,0,0,308823,308823,530933,510658,180241,0,0,187848,248194,27599,67953,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,2.0,3.0,3.0,DRAMA LEAGUE OF NEW YORK INC,,165 W 46TH ST STE 601,NEW YORK,NY,10036-2501,0.0,3.0,3.0,2000.0,194903.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.41744799999999993,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,530933,298823,0,0,0,0,,1989,A03,198905,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A0365,A
15289,136160965,563850,0,0,0,90839,16636,0,0,90839,90839,654689,468867,1322874,0,16636,1137052,1322874,0,0,1322874,0,0,0,0,0,0,0,0,0,0,,A33Z,B00L,4.0,3.0,2.0,EDUCATIONAL REVIEWER INC,D & B TAX SERVICES,1133 BROADWAY 232,NEW YORK,NY,10010-7901,0.0,3.0,3.0,2000.0,195203.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,349.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.438774,10010.0,10010.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,654689,0,0,0,0,0,,1989,A33,198912,NY,10010.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
15312,136161340,41713,0,40000,40643,44801,0,0,0,84801,44158,126514,64280,421420,0,0,415086,437711,15257,16291,0,0,0,0,0,0,0,0,0,0,0,,A77J,,2.0,2.0,1.0,UNITED SOCIAL SERVICES OF THE SOCIETY FOR ETHICAL CULTURE INC,,2 W 64TH ST,NEW YORK,NY,10023-7104,0.0,3.0,3.0,1270.0,193411.0,1.0,16.0,1.0,13.0,0.0,10.0,6,CULTURE INC,602.0,325.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A77J,A12,7.0,PC,S,ZB,A,IN,,1989,A,A77J,0.590253,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,85871,0,0,0,0,0,,1990,A12,199006,NY,10023.0,NEW YORK,,,PC,S,ZB,A,IN,,A70,A
15314,136161363,25600,9400,0,0,0,0,0,0,10200,10200,45200,52400,-19090,0,0,0,-19090,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6AZ,,0.0,1.0,1.0,YEH YU CHINESE OPERA ASSOCIATION INC,,39 BOWERY BOX 1909,NEW YORK,NY,10002-6700,0.0,3.0,3.0,2000.0,199209.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1987,A,A6AZ,0.706761,10002.0,10002.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,45200,10200,0,0,0,0,,1988,A24,198806,NY,10002.0,NEW YORK,,,PC,O,AR,A,IN,,A24,A
15317,136161436,0,0,0,0,165990,0,438772,209314,814076,375304,814076,101773,1547510,0,0,1462859,1708407,103573,160897,1547510,0,0,0,0,0,0,0,0,0,0,,B80Z,A33Z,4.0,3.0,2.0,COLUMBIA LAW REVIEW ASSOCIATION INC,,435 W 116TH ST,NEW YORK,NY,10027-7201,0.0,3.0,3.0,2000.0,195702.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,59.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,B80Z,B80,,PC,O,ED,B,IN,,1989,B,B80Z,0.439042,10027.0,10027.0,5602.0,5600.0,B,1,ED,ED,36061.0,ED,N,375304,0,0,0,0,0,,1990,B80,199005,NY,10027.0,NEW YORK,,,PC,O,ED,B,IN,,A33,A
15325,136161632,188567,25497,34333,30035,25249,0,0,0,98340,68305,312404,264532,572958,0,0,619677,595310,18895,22352,0,0,0,0,0,0,0,0,0,0,0,,A68Z,A68J,3.0,2.0,2.0,LIEDERKRANZ FOUNDATION INC,,6 E 87TH ST,NEW YORK,NY,10128-0505,0.0,3.0,3.0,1000.0,195311.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1.0,1,0,0.0,0,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1989,A,A68Z,0.7268640000000001,10128.0,10128.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,282369,38758,0,0,0,0,,1990,A68,199006,NY,10128.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A
15329,136161719,121001,0,0,0,1681,0,0,0,1681,1681,122682,117097,46436,0,0,41110,46587,259,151,46436,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,2.0,2.0,MUNICIPAL CONCERTS INC,,PO BOX 26,OAKLAND GARDENS,NY,11364-0026,0.0,3.0,3.0,2000.0,195904.0,1.0,16.0,1.0,11.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A68Z,A68,,PC,O,AR,A,IN,,1989,A,A68Z,0.40639400000000003,11364.0,11364.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,122682,0,0,0,0,0,,1990,A68,199006,NY,11364.0,OAKLAND GARDENS,,,PC,O,AR,A,IN,,A68,A
15336,136162576,31199,0,0,0,66,500,0,0,3431,3431,34630,35453,1613,0,0,2901,2113,0,500,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,WASHINGTON SQUARE ASSOCIATION MUSIC FUND,% COURTNEY CAMPBELL,11 WORTH ST,NEW YORK,NY,10013-2922,0.0,3.0,3.0,1200.0,195911.0,1.0,15.0,5.0,13.0,0.0,10.0,12,,318.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1988,A,A68Z,0.8656459999999999,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,34630,3365,0,0,0,0,,1988,A68,198812,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A
15337,136162648,0,0,3518871,3474591,306628,0,0,0,3833988,359397,3833988,319256,4290345,0,0,4250204,4290345,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6EI,,4.0,4.0,2.0,INSTITUTE OF MUSICAL ART,% JULLIARD SCHOOL,60 LINCOLN CTR PLZ,NEW YORK,NY,10023-6214,0.0,3.0,3.0,2000.0,192710.0,1.0,16.0,1.0,13.0,0.0,10.0,6,JULLIARD SCHOOL,59.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6EI,A11,6.0,PC,S,ZA,A,IN,,1988,A,A6EI,0.42166800000000004,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,359397,8489,0,0,0,0,,1989,A11,198906,NY,10023.0,NEW YORK,,,PC,S,ZA,A,IN,,A11,A
15341,136162659,18287567,7540984,253776627,249789141,10239549,855979,1315955,1639085,276407649,25302553,302236200,44531563,164675514,722107,0,175129372,183307037,17044342,18631523,0,0,0,0,0,0,18877,0,0,0,0,S,A56Z,,6.0,6.0,6.0,AMERICAN MUSEUM OF NATURAL HISTORY,,CENTRAL PARK W AT 79TH ST,NEW YORK,NY,10024-0000,0.0,3.0,3.0,2000.0,194306.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,60.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A56Z,A56,,PC,O,AR,A,IN,,1988,A,A56Z,0.753263,10024.0,10024.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,51131104,9436433,0,0,0,0,,1989,A56,198906,NY,10024.0,NEW YORK,,,PC,O,AR,A,IN,,A56,A
15345,136162820,24361,0,0,0,0,8258,0,0,108646,108646,133007,124006,85618,0,0,76617,85618,0,0,85618,0,0,0,0,0,0,0,0,0,0,,A6AZ,,1.0,2.0,2.0,VILLAGE LIGHT OPERA GROUP LTD,,PO BOX 143,NEW YORK,NY,10014-0143,0.0,3.0,3.0,1200.0,196407.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1989,A,A6AZ,0.21396199999999999,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,133007,108646,0,0,0,0,,1990,A6A,199006,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A6A,A
15373,136165508,33905,43210,0,0,12256,40678,0,0,25906,25906,103021,107570,178115,0,0,182664,178115,0,0,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,2.0,2.0,2.0,INTERNATIONAL CENTER OF MEDIEVAL ART INC,% CARL SHEPPARD,FORT TRYON PARK,NEW YORK,NY,10040-0000,0.0,3.0,3.0,1000.0,196003.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1989,A,A51Z,0.011560899999999999,10040.0,10040.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,103021,13650,0,0,0,0,,1989,A03,198912,NY,10040.0,NEW YORK,,,PC,O,AR,A,IN,,A51,A
15374,136165524,223310,8675,54665,54989,81743,28754,0,0,1362930,932941,1594915,700078,1940041,0,0,1586836,1940041,0,0,0,0,0,0,0,0,0,0,0,0,0,,B99Z,,4.0,4.0,3.0,UKRAINIAN STUDIES CHAIR FUND INC,,63 FOURTH AVE,NEW YORK,NY,10003-5202,0.0,3.0,1.0,1000.0,196207.0,1.0,16.0,1.0,1.0,0.0,10.0,6,,59.0,922.0,927.0,B9508,1995.0,1.0,1,0,0.0,0,36061.0,,B99Z,B99,,PC,O,ED,B,IN,,1989,B,B99Z,0.871552,10003.0,10003.0,5602.0,5600.0,B,1,ED,ED,36061.0,ED,N,1164926,851522,0,0,0,0,,1990,Q12,199006,NY,10003.0,NEW YORK,,,PC,O,ED,B,IN,,A0523,A
15381,136165672,19249,0,0,0,23956,0,0,0,224130,224130,243379,326358,317690,34399,0,406063,326851,7105,9161,0,0,0,0,0,0,0,0,0,0,0,,A23Z,A31Z,2.0,2.0,2.0,SOCIETY FOR FRENCH AMERICAN CULTURAL SERVICES & EDUC AID,,972 FIFTH AVE,NEW YORK,NY,10021-0144,0.0,3.0,3.0,1200.0,195606.0,1.0,16.0,1.0,13.0,0.0,10.0,6,UC AID,40.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1989,A,A23Z,0.85401,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,243379,200174,0,0,0,0,,1990,A23,199006,NY,10021.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
15400,136167281,175195,0,0,0,6038,65083,0,0,382295,382295,557490,642733,277720,0,0,894621,788441,531658,510721,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,3.0,3.0,3.0,NEW YORK STUDIO SCHOOL OF DRAWING PAINTING & SCULPTURE INC,,8 W 8TH ST,NEW YORK,NY,10011-9002,0.0,3.0,3.0,2000.0,196411.0,1.0,15.0,1.0,13.0,0.0,10.0,12,TURE INC,919.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1989,A,A30Z,0.0128649,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,557490,376257,0,0,0,0,,1989,A30,198912,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A
15408,136168255,43393,450,0,0,2,0,0,0,102,102,43945,41563,14022,0,0,29640,44022,18000,30000,14022,0,0,0,0,0,0,0,0,0,0,,A76Z,,1.0,1.0,1.0,AMERICAN FOUNDATION FOR HUNGARIAN LITERATURE AND EDUCATION LTD,,213 E 82ND ST,NEW YORK,NY,10028-2701,0.0,3.0,3.0,2000.0,196412.0,1.0,16.0,1.0,13.0,0.0,10.0,9,DUCATION LTD,59.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A76Z,A70,,PC,O,AR,A,IN,,1988,A,A76Z,0.923889,10028.0,10028.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,43945,100,0,0,0,0,,1989,A70,198909,NY,10028.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
15414,136168521,57800,0,0,0,0,0,0,0,38669,38669,96469,98276,4979,0,0,13964,6580,114697,1601,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,AMERICAN CENTER FOR STANISLAVSKI THEATRE ARTS INC,% S MOORE,485 PARK AVE,NEW YORK,NY,10022-1228,0.0,3.0,3.0,2300.0,196503.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.626811,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,96469,38669,0,0,0,0,,1989,A65,198906,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
15418,136169151,860,0,0,0,6273,347884,0,0,392973,392973,393833,357489,3620,0,0,86009,114753,118733,111133,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,2.0,2.0,2.0,DAILY NEWS CHARITIES INC,,450 W 33RD ST TAX DEPT,NEW YORK,NY,10001-2603,0.0,3.0,3.0,1900.0,193805.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,927.0,602.0,561.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.39219699999999996,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,393833,386700,0,0,0,0,,1989,Z98,198912,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
15419,136169167,1325,465,0,0,10091,0,0,0,64031,64031,65821,10485,144502,0,0,127578,144502,0,0,144502,0,0,0,0,0,0,0,0,0,0,,N50Z,,2.0,1.0,1.0,RUSSIAN NOBILITY ASSOCIATION IN AMERICA INCORPORATED,,971 FIRST AVENUE,NEW YORK,NY,10022-5131,0.0,3.0,3.0,1800.0,195311.0,1.0,16.0,1.0,13.0,0.0,10.0,12,ED,927.0,160.0,62.0,B9710,,1.0,1,0,0.0,0,36061.0,,N50Z,N50,,PC,O,HS,N,IN,,1989,N,N50Z,0.48039,10022.0,10022.0,5602.0,5600.0,N,1,HU,HU,36061.0,HU,N,65821,53940,0,0,0,0,,1989,N50,198912,NY,10022.0,NEW YORK,,,PC,O,HS,N,IN,,A23,A
15438,136178558,79678,0,0,0,2003,0,0,0,2003,2003,81681,69613,246190,0,0,234122,246190,0,0,0,0,0,0,0,0,0,0,0,0,0,,A23Z,A65Z,2.0,1.0,1.0,NATHAN CHANIN CULTURAL FOUNDATION INC,,45 E 33RD ST,NEW YORK,NY,10016-5336,0.0,3.0,3.0,2300.0,196506.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,602.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1989,A,A23Z,0.6482859999999999,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,81681,0,0,0,0,0,,1989,A23,198912,NY,10016.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
15456,136183031,151467,0,0,0,0,0,0,0,0,0,151467,155634,5133,0,0,14300,5133,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,2.0,BALLET CONCEPTS INC,,231 W 54TH ST,NEW YORK,NY,10019-5583,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,0,1.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.848691,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,151467,0,0,0,0,0,,1989,A60,198912,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
15465,136192346,586609,0,0,0,39206,124180,0,0,2509820,2509820,3096429,3008901,-778335,220000,25841,1701793,1699163,2567656,2477498,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,4.0,4.0,4.0,ROUNDABOUT THEATRE COMPANY INC,,1530 BROADWAY,NEW YORK,NY,10036-4002,0.0,3.0,3.0,2000.0,196510.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,59.0,119.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.41990900000000003,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,3096429,2470614,0,0,0,0,,1989,A65,198908,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
15467,136192368,72378,0,0,0,2078,0,0,0,2078,2078,74456,67327,45338,0,0,38209,45338,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,1.0,1.0,1.0,WARSAW GHETTO RESISTANCE ORG INC,,122 W 30TH ST,NEW YORK,NY,10001-4009,0.0,3.0,3.0,1000.0,196512.0,1.0,9.0,1.0,13.0,0.0,10.0,5,,64.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1989,A,A82Z,0.408854,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,74456,0,0,0,0,0,,1990,A80,199005,NY,10001.0,NEW YORK,,,U,O,AR,A,IN,,A80,A
15476,136196075,130457,0,0,0,4947,0,0,0,4947,4947,135404,65175,177804,0,0,133576,180887,26001,3083,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,2.0,2.0,1.0,TAPPAN WASHINGTON MEMORIAL CORPORATION,,71 W 23RD ST,NEW YORK,NY,10010-4102,0.0,3.0,3.0,2000.0,194502.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,59.0,602.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1989,A,A82Z,0.218928,10010.0,10010.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,135404,0,0,0,0,0,,1989,A80,198912,NY,10010.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A
15493,136201928,1916,26583,0,0,169,1278,0,0,3222,3222,31721,26812,6133,0,0,3755,7871,2531,1738,6133,0,0,0,0,0,0,0,0,0,0,,A6DC,A33Z,1.0,1.0,1.0,SOCIETY OF COMPOSERS INC,% AMERICAN MUSIC CENTER,PO BOX 296 OLD CHELSA STA,NEW YORK,NY,10011-0000,0.0,3.0,3.0,2000.0,196511.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6DC,A03,6.0,PC,O,AR,A,IN,,1988,A,A6DC,0.362636,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,31721,3053,0,0,0,0,,1988,A03,198812,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A0368,A
15496,136202532,12100,650,0,0,1941,0,0,0,24181,24181,36931,37397,20626,0,0,21092,20626,0,0,0,0,0,0,0,0,0,0,0,0,0,,A68Z,A68P,1.0,1.0,1.0,SI-YO MUSIC SOCIETY FOUNDATION INC,SI HON MA,711 W END AVE 2C,NEW YORK,NY,10025-6821,0.0,3.0,3.0,1000.0,0.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1989,A,A68Z,0.841932,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,36931,22240,0,0,0,0,,1990,A68,199006,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A
15508,136205445,106419,0,0,0,0,0,0,0,73,73,106492,111881,6249,0,0,30737,35152,19099,28903,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,1.0,2.0,2.0,COMMITTEE ON POETRY INC,,PO BOX 582 STUYVESANT STA,NEW YORK,NY,10009-0582,0.0,3.0,3.0,1200.0,196608.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,602.0,561.0,59.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1988,A,A33Z,0.21769499999999997,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,106492,73,0,0,0,0,,1989,A33,198905,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A1170,A
15512,136206608,1861319,33590,0,0,11136,9047,0,0,481499,481499,2376408,2340172,-207444,0,0,1115934,1024792,1347164,1232236,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,4.0,4.0,4.0,DANCE THEATRE WORKSHOP INC,% ROBERT MANOWITZ CPA,219 W 19TH ST 2ND FLR,NEW YORK,NY,10011-4001,0.0,3.0,3.0,1200.0,196608.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1988,A,A62Z,0.256886,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,2376408,470363,0,0,0,0,,1989,A62,198906,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
