,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,STYEAR,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,NteeFinal,nteeFinal1
29493,237292189,200612,200722.0,29491132119127.0,,N,Y,0.0,1.0,3.0,3.0,3.0,3,119.0,0,3521,12,-28082,0,0,0,62750,-24549,63394,-87943,62750,3533,0,40624,0,0,0,0,0,40274,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3533,0,50,0,0,0,0,1,0,35000,40274,0,40624,35,0,0,200,0,0,0,0,165,35,59669,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,237292189200612.0,2372921892006.0,rtf06pf,-165,0,10016.0,INSTITUTE OF CHINESE PERFORMING ARTS INC,THOMAS SHIAH,600 3RD AVE FL 22,NEW YORK,NY,10016-1915,0.0,3.0,3.0,197312.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A60,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.67787,PC,O,AR,A,,,A60,A
29501,237296158,200612,200722.0,29491132129127.0,,N,Y,0.0,1.0,3.0,7.0,6.0,3,602.0,0,291,290367,74342,0,0,0,842000,365000,914939,-549939,845683,304798,0,6789692,0,1516622,2753719,4270341,0,7069622,0,351829,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,356699,0,72939,51901,3683,51901,0,0,0,1770010,7069622,0,6789692,6096,0,0,9720,0,0,0,0,3624,6096,7143736,345733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,237296158200612.0,2372961582006.0,rtf06pf,-3624,0,10178.0,THE LUTECE FOUNDATION INC,KELLY DRYE WARREN CLARK CARR & EL,101 PARK AVENUE,NEW YORK,NY,10178-0002,0.0,3.0,1.0,197212.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A11,,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.9323299999999999,PC,S,ZA,A,,,A11,A
29660,237361022,200609,200723.0,29491146023107.0,,N,Y,0.0,1.0,3.0,7.0,4.0,3,60.0,0,0,133962,0,0,9177,3450,0,355313,491646,-136333,281074,115078,336442,6628644,0,3678288,314393,3992681,20671,7603777,0,358712,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,202480,1503,315314,336442,491646,200236,281074,200236,0,24764,159546,626084,7603777,12084,6607973,2302,0,0,3490,0,0,0,23,1165,2302,7283489,0,336442,267877,273306,306794,1184419,281834,339683,380321,256586,1258424,7603777,6963199,7458489,7347194,29372659,7603777,6963199,7458489,7347194,29372659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,237361022200609.0,2373610222006.0,rtf06pf,-1165,0,11101.0,THE NEUSTADT COLLECTION OF TIFFANY GLASS,,5-26 46TH AVENUE,LONG ISLAND CITY,NY,11101-5229,0.0,3.0,2.0,197404.0,1.0,4.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,9,,,0.0,N,M,36081.0,5602.0,5600.0,,A40,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.22464,PC,O,AR,A,,,A40,A
29676,237365710,200512,,,,,,,,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,237365710200512.0,2373657102005.0,core05pf,0,0,10023.0,ION NICOLA THEATRE FOUNDATION INC,,342 W 71ST ST,NEW YORK,NY,10023-3556,0.0,3.0,2.0,197405.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.06327,PC,O,AR,A,,,A65,A
29720,237381454,200609,200724.0,85491146000017.0,,N,Y,0.0,1.0,3.0,1.0,1.0,3,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,237381454200609.0,2373814542006.0,rtf06pf,0,0,10036.0,PHILHARMONIA EREDE INC,,400 W 43RD ST APT 37N,NEW YORK,NY,10036-6315,0.0,3.0,2.0,197411.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,0.0,N,,36061.0,5602.0,5600.0,,A69,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.65982,PC,O,AR,A,,,A69,A
29796,237412320,200612,200729.0,29491181109007.0,,N,Y,0.0,1.0,3.0,2.0,1.0,3,994.0,0,77,0,0,0,0,0,1581,77,1688,-1611,1581,77,77,18526,0,0,0,0,0,18526,0,944,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,77,77,107,0,0,0,0,18526,0,0,18526,0,18526,2,0,0,0,0,0,0,0,0,2,19163,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,237412320200612.0,2374123202006.0,rtf06pf,6,0,10019.0,FLARE FOUNDATION FOR THE ARTS INC,,200 CENTRAL PARK S,NEW YORK,NY,10019-1436,0.0,3.0,2.0,197411.0,1.0,4.0,994.0,119.0,64.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.47391000000000005,PC,S,ZB,A,,,A12,A
29980,237443020,200612,200751.0,29491335046047.0,,N,Y,0.0,1.0,3.0,1.0,1.0,3,602.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,237443020200612.0,2374430202006.0,rtf06pf,-3328,0,10023.0,ABC BROADCASTING FOUNDATION INC,,77 W 66TH ST 6TH FL,NEW YORK,NY,10023-6201,0.0,3.0,1.0,197504.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A30,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.14694000000000002,PC,O,AR,A,,,A30,A
31943,260007057,200612,200729.0,29491181111237.0,A80,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,2109,225,0,0,0,0,0,1506,2334,1786,548,1506,225,0,8500,0,0,0,0,0,8500,0,408,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,225,0,280,0,0,0,0,1330,0,0,8500,0,8500,5,0,0,0,0,0,0,0,0,5,8285,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,260007057200612.0,2600070572006.0,rtf06pf,5,0,10163.0,R E YOCOM FOUNDATION,SCOTT A YOCOM,PO BOX 3767,NEW YORK,NY,10163-3767,0.0,3.0,1.0,200206.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200412.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A80,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.7753399999999999,PC,O,AR,A,,,A80,A
32075,270001015,200612,200752.0,29491342045187.0,A12,N,Y,0.0,1.0,3.0,6.0,5.0,3,0.0,0,0,38639,33650,0,0,7292,134075,72289,169292,-97003,143352,44099,0,1550514,160977,621675,429363,1212015,0,1545825,0,74709,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,72289,0,35217,28190,7027,28190,0,0,0,277578,1545825,0,1550514,882,0,0,0,0,372,0,44,0,882,1516924,73827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,270001015200612.0,2700010152006.0,rtf06pf,554,0,10107.0,R & R TR FOR CONSERVATION,,250 W 57TH ST STE 916,NEW YORK,NY,10107-0011,0.0,3.0,1.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,ROBERTS JOHN B TTEE,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.9001,PC,S,ZB,A,,,A12,A
32232,300021188,200612,200751.0,29491335032227.0,A12,N,Y,0.0,1.0,3.0,4.0,2.0,3,0.0,6870,0,4135,0,0,0,0,16870,11005,16920,-5915,16870,4135,0,113338,0,89540,0,89540,0,120747,0,6017,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4135,0,50,0,0,0,0,23798,0,0,120747,0,113338,41,0,0,0,0,50,0,0,9,41,122175,5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,300021188200612.0,3000211882006.0,rtf06pf,-9,0,10011.0,JOEL FAN FOUNDATION,JOEL FAN,200 W 15TH ST,NEW YORK,NY,10011-6539,0.0,3.0,1.0,200305.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.13197,PC,S,ZB,A,,,A12,A
33930,311584853,200612,200752.0,29491335225057.0,A82Z,N,Y,0.0,1.0,2.0,5.0,1.0,3,62.0,0,92,0,0,0,0,0,0,92,32606,-32514,0,0,0,513069,0,0,0,0,683896,513069,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,92,92,32606,32606,0,32606,32606,0,0,0,513069,477977,-170827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,311584853200612.0,3115848532006.0,rtf06pf,0,0,10021.0,PRESERVATION AMERICA,MARILYN MEYERS,907 FIFTH AVE STE 2A,NEW YORK,NY,10021-4156,0.0,3.0,2.0,199802.0,1.0,3.0,62.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A82,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.8850899999999999,PC,O,AR,A,,,A82,A
34010,311599286,200610,200708.0,29491027055207.0,A51,N,Y,0.0,1.0,2.0,6.0,6.0,3,998.0,0,29120,0,215983,0,0,0,0,245103,8057,237046,8057,29120,29120,1061608,0,0,0,0,8000,1061608,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,29120,29120,8057,0,8057,0,0,7330,0,0,1061608,0,1053608,291,0,0,0,0,0,0,0,0,291,0,0,0,1,0,0,1,8057,10301,9332,65701,93391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,311599286200610.0,3115992862006.0,rtf06pf,291,0,10013.0,SASSON SOFFER FOUNDATION INC,SASSON SOFFER,78 GRAND ST,NEW YORK,NY,10013-2255,0.0,3.0,1.0,199903.0,1.0,3.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,10,,,2.0,N,M,36061.0,5602.0,5600.0,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.70773,PC,O,AR,A,,,A51,A
34228,311631167,200612,200739.0,29491251030237.0,A25,N,Y,0.0,1.0,3.0,5.0,2.0,3,0.0,0,289,0,12614,0,0,0,0,12903,15798,-2895,0,289,0,609271,0,0,0,0,0,609271,0,2183,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,289,0,15798,0,0,0,0,4508,0,0,609271,0,609271,6,0,0,0,0,0,0,0,0,6,44330,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,311631167200612.0,3116311672006.0,rtf06pf,6,0,10012.0,REUBEN KADISH ART FOUNDATION,,PO BOX 618,NEW YORK,NY,10012-0012,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.16455999999999998,PC,S,ZB,A,,,A12,A
34377,311666637,200512,,,,,,,,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,311666637200512.0,3116666372005.0,core05pf,0,0,10017.0,JADE ART FOUNDATION,,,NEW YORK,NY,10017-0000,0.0,3.0,1.0,199911.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.80825,PC,S,ZB,A,,,A12,A
34530,311693404,200608,200735.0,29491223014077.0,A20,N,Y,0.0,1.0,2.0,2.0,3.0,3,0.0,32121,3,0,0,0,0,0,0,32124,14116,18008,14116,3,0,18008,0,0,0,0,0,18008,0,967,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3,0,14116,0,14116,0,0,17005,0,0,18008,0,18008,0,0,0,0,0,0,0,0,0,0,19628,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,311693404200608.0,3116934042006.0,rtf06pf,0,0,10018.0,PIECE BY PIECE PRODUCTIONS INC,HOLTZ RUBENSTEIN REMINICK LLP,1430 BROADWAY FL 17,NEW YORK,NY,10018-3355,0.0,3.0,1.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,8,,,3.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.50147,PC,O,AR,A,,,A20,A
34702,311735171,200606,200714.0,29491329176076.0,A60,N,Y,0.0,1.0,3.0,4.0,1.0,3,0.0,7000,2225,0,0,0,0,0,0,9225,1190,8035,1190,0,0,182894,0,0,0,0,0,182894,2405,8838,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1190,0,1190,0,0,0,0,0,182894,0,182894,22,0,0,27,0,0,0,0,5,22,179454,8816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,311735171200606.0,3117351712006.0,rtf06pf,-5,0,10022.0,INSTITUTE FOR ACOUSTICS FOR THE PERFORMING ARTS,HERMAN KRAWITZ,333 E 57TH ST STE 4D,NEW YORK,NY,10022-2950,0.0,3.0,1.0,200102.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200506.0,11.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A60,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.34076999999999996,PC,O,AR,A,,,A60,A
35015,311811031,200604,200717.0,29491104006097.0,A20,N,Y,0.0,1.0,3.0,3.0,4.0,3,0.0,38122,0,0,0,0,174935,0,0,213057,168517,44540,108282,0,114700,44540,0,0,0,0,0,44540,0,1097,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,174935,168517,0,0,0,60235,0,0,0,44540,0,44540,0,0,0,0,0,0,0,0,0,0,22270,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,311811031200604.0,3118110312006.0,rtf06pf,0,0,10016.0,THE GABARRON FOUNDATION INC,THE CARRIAGE HOUSE,149 E 38TH ST,NEW YORK,NY,10016-2604,0.0,3.0,2.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,4,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.8788299999999999,PC,O,AR,A,,,A20,A
35033,311815304,200611,200742.0,29491272045017.0,A65,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,5000,0,0,0,0,0,500,3129,5000,3774,1226,500,0,0,2226,0,0,0,0,0,2226,0,124,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,645,0,0,0,0,2226,0,0,2226,0,2226,0,0,0,0,0,0,0,0,0,0,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,311815304200611.0,3118153042006.0,rtf06pf,0,0,10024.0,THE CONSTANT THEATER FOUNDATION INC,ROBERT CAMP,365 W END AVE APT 7C,NEW YORK,NY,10024-6560,0.0,3.0,1.0,200207.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A1265,65.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.07948999999999999,PC,S,ZB,A,,,A1265,A
35529,316654721,200612,200742.0,29491272039067.0,A23,N,Y,0.0,1.0,3.0,3.0,3.0,3,0.0,92449,857,0,0,0,0,0,25000,93306,27191,66115,27191,857,857,95201,0,0,0,0,0,95201,0,3175,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,857,857,2191,0,2191,0,0,0,0,0,95201,0,95201,17,0,0,0,0,8,0,0,0,17,64464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,316654721200612.0,3166547212006.0,rtf06pf,9,0,10018.0,LONG MARCH FOUNDATION,JI LU,525 SEVENTH AVE STE 509,NEW YORK,NY,10018-0479,0.0,3.0,1.0,200105.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.35756,PC,O,AR,A,,,A23,A
44339,382415253,200512,,,,,,,,,,,3,,0,18178,304,-84,0,0,0,43000,18398,63719,-45321,60212,14982,0,369297,215333,0,112840,328173,0,371634,0,19691,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18482,0,20719,3500,17212,3500,0,20902,0,0,0,0,369297,0,0,0,0,0,0,0,0,0,0,399814,19691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,382415253200512.0,3824152532005.0,core05pf,0,0,10013.0,CENTER FOR ALTERNATIVE MEDIA AND CULTURE,C R M MANAGEMENT,PO BOX 778,NEW YORK,NY,10013-0778,0.0,3.0,1.0,198303.0,1.0,2.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,M,36061.0,5602.0,5600.0,,A30,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.54368,PC,O,AR,A,,,A30,A
48846,412118617,200606,200735.0,29491230019127.0,A70,N,Y,0.0,1.0,2.0,1.0,1.0,3,0.0,0,3,0,0,0,0,0,0,3,0,3,0,3,3,444,0,0,0,0,0,444,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3,3,0,0,0,0,0,444,0,0,444,0,444,0,0,0,0,0,0,0,0,0,0,441,0,3,0,0,0,3,0,0,0,0,0,444,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,412118617200606.0,4121186172006.0,rtf06pf,0,0,11373.0,ELMHURST MEMORIAL REMEMBRANCE INC,THOMAS MCKENZIE,8036 CORNISH AVE,ELMHURST,NY,11373-3729,0.0,3.0,2.0,200405.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,,0.0,N,,36081.0,5602.0,5600.0,,A70,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.6604399999999999,PC,O,AR,A,,,A70,A
53668,510243710,200612,200729.0,29491181221167.0,A31,N,Y,0.0,1.0,3.0,1.0,1.0,3,88.0,300,0,0,0,0,0,0,0,300,516,-216,516,0,0,66,0,0,0,0,0,66,0,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,66,0,0,66,0,66,0,0,0,0,0,0,0,0,0,0,174,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,510243710200612.0,5102437102006.0,rtf06pf,0,0,10014.0,REALIZATIONS PRODUCTIONS INC,PORTZ,338 W 11TH ST APT 5D,NEW YORK,NY,10014-2377,0.0,3.0,2.0,197504.0,1.0,4.0,88.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A31,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5128199999999999,PC,O,AR,A,,,A31,A
53690,510254205,200612,200736.0,29491230067107.0,,N,Y,0.0,25.0,3.0,4.0,3.0,3,602.0,80435,0,0,0,0,1032,0,0,81467,23624,57843,0,0,0,151855,0,0,0,0,105,151854,0,7479,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,23624,0,0,0,0,81694,0,0,151854,0,151750,0,0,0,0,0,0,0,0,0,0,151854,7479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,510254205200612.0,5102542052006.0,rtf06pf,0,0,10021.0,THE MUSEUM OF SCOTLAND AND HERITAGE TRUST FOUNDATION,SLOANE & HINSHAW INC,67A E 77TH ST,NEW YORK,NY,10021-1813,0.0,3.0,1.0,198012.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.42502,PC,O,AR,A,,,A50,A
53889,510486845,200512,,,,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,510486845200512.0,5104868452005.0,core05pf,0,0,11214.0,ASSOCIATION OF YOUNG JOURNALISTS INC,VALENTIN SAZHIN,7603 NEW UTRECHT AVE,BROOKLYN,NY,11214-1021,0.0,3.0,1.0,200405.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36047.0,5602.0,5600.0,,A33,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.1858,PC,O,AR,A,,,A33,A
