,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,nteeFinal,nteeFinal1,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,Verifyby,fincheckv,VERIFY
86191,130429640,200712,200852,29491348017248,91,,N,Y,0,1,2007,2,9,8,3,65,475504,0,6673561,104172,0,413661,173477,853411,7666898,2709351,4957547,2530910,6748493,7056679,73667694,11021489,45659905,0,56681394,0,73667694,0.0,3508538,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6777733,7191394,1855940,29240,1677499,29240,134715.0,675535,0,11270593,73667694,0,73667694,0,0,0,0,0,0,0,0,0,0,71239345,0,3508538,3146048,2915965.0,2934888,12505439,2501670,2521351,2419588,2346891,9789500,0,0,0,0,0,0,0,0,0,0,2339025,2097365,1943977,1956592,8336959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,130429640200712,1304296402007,CORE07pf,7,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A25,A,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8974200000000001,A,,,
86227,132958531,200711,200813,29491061067118,91,,N,Y,0,1,2006,3,1,1,3,995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,132958531200711,1329585312007,CORE07pf,7,0,0,10108.0,CHAMBER PLAYERS LIMITED,CHRIS EREDE,PO BOX 346,NEW YORK,NY,10108-0346,0.0,3.0,1.0,197810.0,1.0,4.0,995.0,90.0,0.0,1.0,13.0,198311.0,1.0,11,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.55281,C,,,
86244,133031485,200712,200852,29491348107118,91,,N,Y,0,1,2007,3,8,7,3,119,1374051,110010,46550,785451,0,1058756,310846,8673,3672150,2309773,1362377,2129671,1234083,2298099,11933206,400000,0,0,400000,97462,11933206,0.0,241359,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,297332,0,1239343,2298099,2301100,5260,2120998,5260,0.0,5190,0,619547,11933206,0,11835744,24682,0,0,7200,0,7000,0,137,0,24682,4900686,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133031485200712,1330314852007,CORE07pf,7,10619,0,10018.0,BARYSHNIKOV DANCE FOUNDATION INC,PNFW,450 W 37TH ST STE 501,NEW YORK,NY,10018-4016,0.0,3.0,1.0,197911.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A62,A,A62,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.10918,A,,,
86248,133042386,200712,200839,29491250124128,91,,N,Y,0,1,2007,3,3,1,3,119,0,3437,0,0,0,0,0,0,3437,789,2648,0,2648,0,67210,0,0,0,0,0,67210,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3437,0,789,789,0,789,0.0,67210,0,0,67210,0,67210,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133042386200712,1330423862007,CORE07pf,7,53,0,10016.0,THE FOUNDATION FOR THE NATIONAL PERFORMING ARTS CENTRE OF INDIAINC,TATA INCORPORATED,3 PARK AVE STRE 27TH FLR,NEW YORK,NY,10016-5902,0.0,3.0,1.0,198011.0,1.0,4.0,119.0,93.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1260,A,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.60831,A,,,
86321,133347776,200712,200852,60491341000028,91,,N,Y,0,1,2007,2,6,4,3,120,118433,112841,48965,0,0,0,0,0,280239,200336,79903,0,159317,159317,3803518,0,1197125,0,1197125,348730,3803518,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,161806,161806,200336,2489,0,2489,2489.0,0,0,221673,3803518,0,3454788,3186,0,0,0,0,0,0,148,0,3186,0,0,159317,134432,75228.0,0,368977,0,54178,162467,136159,352804,3803518,3629921,2943268,3267303,13644010,0,0,0,0,0,107083,105389,72403,0,284875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133347776200712,1333477762007,CORE07pf,7,3334,0,10004.0,BURLINGTON MAGAZINE FOUNDATION INC,SULLIVAN AND CROMWELL,125 BROAD ST STE 2945,NEW YORK,NY,10004-2400,0.0,3.0,1.0,198609.0,1.0,3.0,120.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A33,A,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.61485,A,,,
86347,133389923,200810,200852,29491341021188,91,,N,Y,0,1,2007,3,4,1,3,122,2000,0,0,0,0,77,0,0,2077,5384,-3307,4277,0,77,112094,0,0,0,0,301168,112094,0.0,182,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,77,5384,0,4277,0,0.0,2473,0,0,22473,0,-189074,0,0,0,0,0,0,0,0,0,0,3693,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133389923200810,1333899232008,CORE07pf,8,0,0,10024.0,THE TEREZIN FOUNDATION INC,,262 CENTRAL PARK W,NEW YORK,NY,10024-3512,0.0,3.0,1.0,198703.0,1.0,4.0,122.0,0.0,0.0,1.0,13.0,0.0,1.0,10,,36061.0,5600.0,PMSA,A31,A,A31,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.42532,A,,,
86363,133442712,200712,200852,29491348104238,91,,N,Y,0,1,2007,3,2,1,3,122,0,0,0,0,0,1726,0,0,1726,0,1726,0,0,0,10354,0,0,0,0,0,10354,0.0,488,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,10354,0,0,10354,0,10354,0,0,0,0,0,0,0,0,0,0,9918,488,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133442712200712,1334427122007,CORE07pf,7,0,0,10017.0,OUTSIDE IN JULY INC,BRAUN BUS MGMT INC,6 E 45TH ST 1401,NEW YORK,NY,10017-2401,0.0,3.0,1.0,198810.0,1.0,4.0,122.0,0.0,0.0,1.0,13.0,0.0,1.0,12,GARRISON,36061.0,5600.0,PMSA,A31,A,A31,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.38171,B,,,
86364,133442953,200712,200852,29491348072028,91,,N,Y,0,1,2007,3,1,1,3,121,0,7,0,0,0,0,0,0,7,1135,-1128,0,7,7,4442,0,0,0,0,7278,4384,0.0,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,7,7,1135,0,0,0,0.0,2058,0,0,4384,0,-2836,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133442953200712,1334429532007,CORE07pf,7,0,0,10024.0,VIDEO INFORMATION NETWORK,,257 W 86TH ST APT 5A,NEW YORK,NY,10024-3105,0.0,3.0,1.0,198802.0,1.0,4.0,121.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A31,A,A31,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.10943,B,,,
86369,133472572,200706,200734,29491216016017,91,A20Z,N,Y,0,1,2006,3,0,1,3,155,6000,0,0,0,0,0,0,0,6000,21734,-15734,21734,0,0,0,0,0,0,0,319013,1,0.0,0,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,21734,0,21734,0,0.0,0,0,0,0,0,-319013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133472572200706,1334725722007,CORE07pf,7,0,0,10023.0,GUINEA DEVELOPMENT FOUNDATION INC,SYLLA,140 W END AVE APT 17G,NEW YORK,NY,10023-6142,0.0,3.0,1.0,199101.0,1.0,4.0,155.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A23,A,A23,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.23911,A,,,
86393,133560519,200612,200732,29491202082077,91,,N,Y,0,1,2006,3,1,1,3,560,1200,0,0,0,0,0,0,0,1200,1200,0,0,0,0,500,0,0,0,0,0,500,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1200,0,0,0,0.0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133560519200612,1335605192006,CORE07pf,6,0,0,10471.0,SHANTI CULTURAL DYNAMICS INC,RAO-SHANTHA,5900 ARLINGTON AVE 16-S,RIVERDALE,NY,10471-1317,0.0,3.0,1.0,199004.0,1.0,4.0,560.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36005.0,5600.0,PMSA,A23,A,A23,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.56931,B,,,
86399,133573737,200712,200850,29491320129168,91,A23Z,N,Y,0,1,2007,3,4,5,3,92,472964,261,0,0,0,181891,53618,0,655116,659783,-4667,656232,0,0,168512,0,0,0,0,75000,168512,0.0,7895,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,261,0,659783,1383,656232,1383,0.0,0,0,0,168512,75000,93512,0,0,0,0,0,0,0,0,0,0,160297,7895,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133573737200712,1335737372007,CORE07pf,7,0,0,10003.0,FINNISH CULTURAL INSTITUTE IN NEW YORK,,799 BROADWAY STE 527,NEW YORK,NY,10003-6815,0.0,3.0,1.0,199011.0,1.0,4.0,92.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A23,A,A23,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.95619,A,,,
86409,133614971,200711,200848,29491306036068,91,,N,Y,0,1,2006,2,9,7,3,123,7000000,270637,0,0,0,0,50000,1936500,7270637,1994884,5275753,386359,270637,270637,152539862,0,0,0,0,0,195899386,0.0,299032,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,270637,270637,58384,0,53359,0,0.0,3207742,0,0,195899386,0,152539862,5413,0,0,3484,0,4000,0,0,2071,5413,6071721,0,270637,163177,65130.0,252554,751498,4390070,151592,14479186,107992,19128840,195899386,142090109,128350161,107004918,573344574,144958120,133154409,128154409,95978813,502245751,199355,149908,223205,219521,791989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133614971200711,1336149712007,CORE07pf,7,-2071,0,10019.0,SOLOW ART AND ARCHITECTURE FOUNDATION,SHELDON H SOLOW,9 W 57TH ST,NEW YORK,NY,10019-2701,0.0,3.0,2.0,199108.0,1.0,3.0,123.0,124.0,0.0,1.0,13.0,0.0,1.0,11,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.63943,A,,,
86412,133626986,200806,200852,29491348071238,91,,N,Y,0,1,2007,3,1,1,3,998,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133626986200806,1336269862008,CORE07pf,8,0,0,10018.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,ROSE & BOXER,1065 AVE OF THE AME,NEW YORK,NY,10018-0000,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A1151,A,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.58008,A,,,
86423,133667916,200712,200852,29491348087198,91,,N,Y,0,1,2007,3,6,5,3,88,826275,0,0,0,0,38283,76045,67,864558,877384,-12826,798253,0,0,1344105,0,0,0,0,5609,1344106,0.0,1869,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,38283,877317,0,798186,0,38823.0,28907,0,0,1344106,0,1338496,0,0,0,0,0,0,0,0,0,0,3794100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133667916200712,1336679162007,CORE07pf,7,0,0,10022.0,AXIS THEATER CO INC,J ABLAMSKY,545 MADISON AVENUE,NEW YORK,NY,10022-4219,0.0,3.0,1.0,199311.0,1.0,4.0,88.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.60817,B,,,
86451,133753037,200712,200825,29491145314198,91,,N,Y,0,1,2007,3,1,1,3,124,0,0,0,0,0,0,0,0,1,0,1,0,0,0,865,0,0,0,0,1950,865,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,865,0,-1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133753037200712,1337530372007,CORE07pf,7,0,0,10168.0,PUBLIC OPINION INC,MICHAEL BARNETT,122 E 42ND ST RM 200,NEW YORK,NY,10168-0299,0.0,3.0,1.0,199408.0,1.0,4.0,124.0,125.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.25004,C,,,
86456,133771571,200704,200835,29491215054158,91,A99Z,N,Y,0,1,2006,3,1,1,3,995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133771571200704,1337715712007,CORE07pf,7,0,0,10019.0,CERAMIC ARTS FOUNDATION INC,GARTH CLARK,24 W 57TH ST,NEW YORK,NY,10019-3918,0.0,3.0,2.0,199503.0,1.0,4.0,995.0,123.0,0.0,1.0,13.0,0.0,1.0,4,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.33191,A,,,
86472,133802490,200612,200803,29491342054087,91,A76Z,N,Y,0,1,2006,2,3,3,3,93,76001,46,0,0,0,0,0,0,76047,65031,11016,0,46,46,86272,0,0,0,0,0,31260,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,46,46,65031,0,0,0,0.0,31260,0,0,31260,0,86272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,5365,53609,64055,123029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133802490200612,1338024902006,CORE07pf,6,0,0,10019.0,FOUNDATION FOR HELLENIC CULTURE INC,PERSON & CP,7 W 57TH ST,NEW YORK,NY,10019-3404,0.0,3.0,1.0,199504.0,1.0,3.0,93.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.67704,B,,,
86503,133901262,200612,200732,29491202055087,91,A20Z,N,Y,0,1,2006,3,0,0,3,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133901262200612,1339012622006,CORE07pf,6,0,0,10023.0,FLY ART LTD,ROBERT ROANE BEARD,334 WEST 72ND STREET NO 5M,NEW YORK,NY,10023-2620,0.0,3.0,1.0,199705.0,1.0,4.0,994.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A20,A,A20,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.65462,B,,,
86519,133926887,200612,200806,29491328131107,91,A60Z,N,Y,0,20,2006,3,1,0,3,119,0,0,0,0,0,0,0,0,0,3056,-3056,3056,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3056,0,3056,0,0.0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133926887200612,1339268872006,CORE07pf,6,-400,400,10019.0,LAURA PELS INTERNATIONAL FOUNDATION INC,LAURA PELS,200 W 57TH ST STE 803,NEW YORK,NY,10019-3211,0.0,3.0,1.0,199703.0,1.0,4.0,119.0,90.0,0.0,1.0,13.0,0.0,0.0,12,,36061.0,5600.0,PMSA,A60,A,A60,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.5283899999999999,B,,,
86549,133965025,200707,200832,29491201020008,91,B99Z,N,Y,0,1,2006,2,6,5,3,119,0,0,9911,82811,0,0,0,0,92722,139743,-47021,0,59217,34568,1260908,0,262563,0,262563,212983,1260908,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,92722,34568,139743,33505,0,33505,0.0,876,0,0,0,0,1047925,1184,0,0,0,0,0,0,7,0,1184,0,0,1,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133965025200707,1339650252007,CORE07pf,7,1191,0,10017.0,GERARD SOUZAY VOCAL ARTS FOUNDATION INC,BROUDY & ASSOC,292 MADISON AVE FL 6,NEW YORK,NY,10017-6319,0.0,3.0,1.0,199802.0,1.0,3.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,7,,36061.0,5600.0,PMSA,A1268,A,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.07946,B,,,
86552,133967980,200712,200852,29491341003138,91,A70Z,N,Y,0,1,2007,3,1,3,3,994,30000,0,0,0,0,0,0,0,30000,49126,-19126,49126,0,0,1906,0,0,0,0,30000,1906,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,49126,0,49126,0,0.0,1906,0,0,1906,0,-28094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133967980200712,1339679802007,CORE07pf,7,0,0,10021.0,LANDMARKS FOUNDATION PROTECTING SAC RED SITES GLOBALLY INC,,155 E 75TH ST,NEW YORK,NY,10021-3251,0.0,3.0,1.0,199712.0,1.0,4.0,994.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.18719,B,,,
86553,133968595,200712,200850,29491334188098,91,A31,N,Y,0,1,2007,2,5,2,3,0,18000,477,0,0,0,0,0,2250,18477,112832,-94355,112832,477,477,685651,0,0,0,0,0,685651,0.0,2724,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,477,477,110582,0,110582,0,0.0,5560,0,0,685651,0,685651,5,0,0,49,0,0,0,0,44,5,55300,0,477,827,0.0,1475,2779,125692,133140,115868,92715,467415,0,0,0,0,0,0,0,0,0,0,1816,5162,5214,6099,18291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133968595200712,1339685952007,CORE07pf,7,-44,0,10022.0,SCORSESE FAMILY FOUNDATION,STARR & CO,850 3RD AVE FL 15,NEW YORK,NY,10022-7263,0.0,3.0,2.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,SCORSESE MARTIN TTEE,36061.0,5600.0,PMSA,A31,A,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5744600000000001,B,,,
86555,133972275,200712,200826,29491152158228,91,A400,N,Y,0,1,2007,3,1,1,3,994,0,1,0,0,0,0,0,0,1,320,-319,75,1,0,168,0,0,0,0,7557,168,0.0,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,320,0,75,0,245.0,0,0,0,168,0,-7389,0,0,0,0,0,0,0,0,0,0,174,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133972275200712,1339722752007,CORE07pf,7,0,0,10001.0,ART2FACTS,RAYMOND M PEPI,158 W 27TH ST FL 4,NEW YORK,NY,10001-6216,0.0,3.0,2.0,199812.0,1.0,4.0,994.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.83014,B,,,
86584,134018495,200712,200852,29491348138148,91,T20Z,N,Y,0,1,2007,3,2,1,3,602,0,284,0,0,0,2110,0,3100,2394,3279,-885,3100,284,0,13128,0,0,0,0,0,13128,0.0,682,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,284,0,179,0,0,0,0.0,13128,0,0,13128,0,13128,3,0,0,0,0,0,0,0,0,3,13640,679,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134018495200712,1340184952007,CORE07pf,7,3,0,10014.0,CD 101-9 SMOOTH JAZZ FOUNDATION,WQCD-FM RADIO,395 HUDSON ST FL 7,NEW YORK,NY,10014-7452,0.0,3.0,1.0,199811.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A6C,A,A6C,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.13727,A,,,
86614,134065722,200712,200819,29491103017018,91,A65,N,Y,0,1,2007,3,1,0,3,0,0,0,0,0,0,0,0,0,0,550,-550,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,550,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134065722200712,1340657222007,CORE07pf,7,0,0,10016.0,FANG THEATRE COMPANY LTD,SUZANNE AGINS,386 PARK AVE S STE 1200,NEW YORK,NY,10016-8804,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.13366,A,,,
